"gene","coef"
"PPFIA4",0.249686559466152
"NKAIN4",0.198627362770684
"AC018641.1",0.100974724046051
"RYR2",0.0871970308836138
"LRRN4",0.0366373456736015
"C8G",0.0351711286154354
"XCL1",0.0330490147784402
"AC026471.6",0.0300823659303551
"PRG4",0.0258112652037161
"HBA2",0.0210901472097537
"EXOC3L4",0.00991945909214731
"WNT5A",-0.00894975348832709
"TSPEAR-AS1",0.00462537941926391
"DIO2",-0.003469970794452
