"gene","coef"
"NKAIN4",0.161478099888379
"PRG4",0.0904213606294689
"SUSD5",0.0266371961812681
"INHBB",0.0308603690401205
"C8G",0.0263133427250184
"RYR2",0.0560189895981415
"XCL1",0.0346039498030187
"PCDHB2",0.0178808442006675
"WNT5A",-0.0655910304929222
"EXOC3L4",0.0236696023460934
"TSPEAR",0.0428629095194383
"HBA2",0.0125281100584691
"SPATA12",-0.0204281317059226
