"gene","p"
"PHACTR3",0.0418619026951841
"CERCAM",0.0419466221506601
"NKILA",0.0421168492063679
"PLXNA4",0.0424492242698284
"NPTXR",0.0426908254706302
"GRP",0.043294455063811
"SMIM10",0.0437815199513189
"SERPINE1",0.0441767623160511
"WWTR1",0.0444335566060562
"MAP1B",0.0446425318063076
"LINC01977",0.0447108580644496
"ITIH3",0.04532302242984
"XG",0.0454066966488085
"GDF6",0.0455990836776011
"AASS",0.0460342030823025
"FIGN",0.0461764697658958
"AC080038.1",0.0462131421624494
"SPEG",0.0465536404884064
"AP001189.3",0.0465583689441389
"ACTC1",0.0470489448372838
"SIX1",0.0470801753963652
"NOTCH3",0.0473033279768518
"GLI2",0.0473046801853937
"MAP6",0.048188682228365
"EBF1",0.0489528892932978
"PRTG",0.0490677297524057
"CCN1",0.0491111316193254
"CACNA2D1",0.0494100474259377
"MMP16",0.0500466062171104
"C1QA",0.0502685617321526
"PRICKLE1",0.0504705802885987
"VGLL3",0.0505887104384325
"PGR",0.0508769683115835
"SGCE",0.0515220807598893
"NALCN",0.0524643546688664
"ADAMTS6",0.0535500127699318
"RPRM",0.0554417931798652
"CC2D2A",0.0555693493621899
"SPATA12",0.0558889356516764
"PCDHB16",0.0567179214990076
"GFPT2",0.0579152164938202
"ZDHHC15",0.0580908186254949
"NRP2",0.0581359641861493
"GAS1",0.0586718280027318
"LINC01096",0.0588185128819651
"CGNL1",0.0590287349619683
"IGLV8-61",0.0601076171200632
"PHLDB2",0.0605029180537963
"OXTR",0.0605036391152937
"ACTA2",0.0606240260916237
"ADCY2",0.0609445324287241
"ADAMTS10",0.0613515801565342
"JCAD",0.0624830156325308
"PLA2G5",0.0627015532318068
"TRO",0.0633260389887908
"PLN",0.0639405606020743
"PYGO1",0.0639732601439245
"NUDT11",0.0639857231044559
"COX5A",0.0642077970288834
"CDO1",0.0642720243625298
"ZNF135",0.064382714865645
"ZNF208",0.0647582887223355
"AP001528.2",0.0653328929835189
"IGKJ3",0.0656552616913489
"MN1",0.0658003508561356
"TGFB3",0.0660871701458179
"ICOS",0.066134718955612
"AR",0.0666443170903625
"MIR31HG",0.0667232113178511
"PXDNL",0.0671083201569452
"ZFPM2",0.0672780598784452
"AFAP1L1",0.0675480748450615
"FBXL2",0.0676565686513027
"H4C5",0.067771840737187
"GPR161",0.0678919881837824
"DYNC2H1",0.0691731998509963
"PLCB1",0.0692010076563033
"OPCML",0.0706597128757357
"LINC00702",0.0720976165685234
"MPPED2",0.0723531652060006
"ADAMTS16",0.0725862170651586
"SEMA3D",0.072936932871498
"NUAK1",0.0730814301091447
"ENPEP",0.0731489746749162
"CCDC80",0.0739537809844117
"FN1",0.0740554654111543
"DPYSL4",0.0741671265619552
"AKT3",0.0746539166458024
"LY6H",0.0754436095373688
"OBSL1",0.0760767531353842
"ECM2",0.0770652768052427
"TENM3",0.0781495233822189
"COL22A1",0.0786178720265605
"AC007128.1",0.0807094911108784
"MAGI2",0.0807162518543862
"MEIS3",0.0807274148446996
