"gene","HR","p","adj_p"
"ANKRD6",1.46193767903819,0.00905706999712491,0.272718441024539
"CDO1",1.2250574256382,0.00933475733688302,0.274969482423402
"NOS2",0.886180995114696,0.0107702437327613,0.276655593347363
"TGFB3",1.18516309956233,0.0105013529056812,0.276655593347363
"GRP",1.16208308192144,0.0110253889599687,0.276655593347363
"AGTR1",1.22656877157995,0.0101974209052309,0.276655593347363
"CILP2",1.22998719037654,0.0104152967631306,0.276655593347363
"ICOS",0.747644315158272,0.0107351749577637,0.276655593347363
"MAP6",1.35085149851047,0.010365276039919,0.276655593347363
"FAM155A",1.43643286137282,0.0109396295277489,0.276655593347363
"ABCC9",1.29023497276522,0.0114470182147599,0.276976958589279
"ASRGL1",0.811335928218637,0.0112613742551824,0.276976958589279
"DNAH17-AS1",1.9573962996209,0.0118632947857651,0.282013411135294
"EBF3",1.47176898262388,0.0125197466040396,0.287534456874373
"PLA2G5",1.25758597927013,0.012778233103229,0.287534456874373
"CGNL1",1.2566894319637,0.0129135797387932,0.287534456874373
"PPFIA4",1.48684206453885,0.0129443556231267,0.287534456874373
"NKX3-2",1.25910270664165,0.0133048374015011,0.29077507546829
"NAV3",1.51726716302066,0.0146010337596748,0.290947069769991
"NPR3",1.22766013891717,0.013996285460017,0.290947069769991
"NUDT10",1.38003896661357,0.0142746413576534,0.290947069769991
"SIX1",1.36796030731755,0.0142124484266192,0.290947069769991
"TNFRSF19",1.164742610465,0.0135984390845394,0.290947069769991
"NAT1",0.786533761240218,0.0144381869736141,0.290947069769991
"AC018641.1",1.27198971724028,0.0149120636084727,0.29283835057218
"WWTR1",1.18932052126706,0.0160802450692849,0.311267600984015
"PCDH10",2.09086773778215,0.0165497286692623,0.315843413335921
"MN1",1.24279189088444,0.0179197041409064,0.337238876540669
"FOXS1",1.25373441700191,0.0183878158791688,0.341308089264024
"MPPED2",1.65227850013846,0.0194440823959931,0.35195515148508
"EYA4",1.51560234496447,0.0200004034423256,0.35195515148508
"NPTXR",1.16453294874454,0.01962298045027,0.35195515148508
"AC026471.6",1.62059144051207,0.019806089473701,0.35195515148508
"TSPEAR-AS1",1.33216580610968,0.0206037266173929,0.35792371239189
"KCNE4",1.20748003761517,0.0222262392236006,0.381222204404795
"ACTA2",1.15174352789475,0.0234961932089097,0.393053602445342
"VEGFC",1.23861921398781,0.0232880951668354,0.393053602445342
