"gene","p"
"TAOK2",0.193708071543898
"GABRP",0.193786126699999
"ARG2",0.193797352686113
"CTA-280A3__B.2",0.19396415945561
"APPL2",0.194021515379469
"CEBPB",0.194024506865851
"CASP8AP2",0.194038494835431
"TRAV20 /// TRAV20 /// TRAV20",0.194153037074793
"IL12RB2",0.194212816485181
"NTF3",0.194472239361453
"SOX3",0.194483031985265
"BBS4",0.194495820214334
"LOC102724021",0.194495970034264
"LOC100507530",0.194514025319909
"MBTD1",0.19458784225895
"SS18L1",0.194598357690538
"LOC285593",0.194601013664097
"FKBP3",0.194601986070109
"AAK1",0.194611602645734
"TLR2",0.194613995056085
"DSG2",0.194636085350228
"MRGPRF",0.194676746134208
"PCMT1",0.194730012835834
"SGTA",0.194837595025045
"LOC101929842 /// PGA3 /// PGA4 /// PGA5",0.194947275545443
"AK4 /// LOC100507855",0.194966284428387
"SERPINI2",0.194995642652629
"CNTNAP2",0.195037845346618
"NATD1",0.195067467055701
"DQ583205 /// LOC642533 /// ZNF778",0.195103256756812
"MTA3",0.195128656845016
"RP11-635N19.1",0.195154422518289
"DGKG",0.195162095914534
"CLSTN2-AS1",0.195168285375174
"VPS53",0.195219587831142
"OCM2",0.195252535747679
"RPS15",0.195293514113829
"NTSR1",0.19530394417289
"RP11-1217F2.1",0.195353867663377
"CARTPT",0.195393620332427
"LOC285191",0.195488201077081
"SKAP1",0.195502668916498
"MS4A12",0.195522178056194
"PATL2",0.195536094892984
"LOC284939 /// MAPK8IP2",0.195551092521725
"MAGEB1",0.195600951563517
"OBP2A",0.195656006457813
"DSE",0.195661195092624
"NAA60",0.195687108753601
"ABCB10",0.19572602629398
"INSM1",0.195727391638129
"BRMS1L",0.19579463405851
"LINC01115",0.195812872215385
"SIPA1",0.195870770871021
"TARSL2",0.196005803376794
"PSMB8-AS1",0.196085749351995
"WNT5B",0.196095370213389
"TPO",0.196184567266859
"LIMS1",0.196216757700861
"FAM178A",0.196234125783034
"FAM21A /// FAM21C /// LOC101930591",0.196254361671178
"BAIAP2-AS1",0.196268313159729
"PRPF38A",0.196294051603235
"LLPH",0.196364591053533
"RASA2",0.196410993081801
"CREB1",0.196435339071026
"RMDN2",0.19644260910126
"LIN28A",0.196470333061306
"EVA1B",0.196476188222617
"LAMP1",0.196597451777284
"EPB41L1",0.196598752679384
"LAMA1",0.196627754097587
"LOC101928589 /// TMEM164",0.19672193808169
"SLCO3A1",0.19675343203574
"AC000111.3",0.196853786364955
"COX6C",0.196877717413572
"MAGEC3",0.196952555305801
"KCNJ5",0.197124742741889
"C22orf42",0.197150063276993
"MAMDC2",0.197153149543617
"COX19",0.197198714653011
"PRSS3P3",0.197259153751845
"SH3BP5-AS1",0.197283626830154
"GDF5",0.197287117935135
"BRAT1",0.197356261512197
"KIAA1279",0.197438413411235
"IGLL3P",0.197496299798323
"VPS29",0.19752059521383
"GPM6A",0.1975260534073
"NUDT10",0.197555988149715
"MILR1",0.197592488976329
"PEG10",0.1975946842711
"FAM81B",0.197641790443853
"RRS1-AS1",0.197643163259447
"HECA",0.197704807472712
"DMRTC2",0.197827013581228
"FLT4",0.197844404924891
"RP11-54K16.2",0.197867759943588
"ADIPOQ",0.197896357355077
"TMEM245",0.197915887931254
"HHEX",0.197931159495815
"MAFB",0.197943674150477
"KIAA1644",0.197956457757012
"RYK",0.197987409077779
"GDF11",0.197997000784844
"HMHA1",0.198048810921463
"PHPT1",0.198049452290668
"SLC43A2",0.198132805375046
"ZNF385B",0.198157186320992
"TPT1P8",0.198184638705349
"MINOS1",0.198213359580127
"SORCS2",0.198217777591805
"AF090939",0.198287657446219
"SBF1",0.198323308577495
"ZNF675",0.19834525162765
"TMEM128",0.198416830897587
"COG1",0.198438615595748
"BMPR1B",0.198450186124052
"RP5-944M2.2",0.198492995781019
"NISCH",0.198545975122737
"LINC01089",0.198552810162993
"CHMP4C",0.198597771741826
"SRSF8",0.198654003131152
"DQ597730 /// LRRC37A2",0.198710959062128
"IGLC1",0.198742365664853
"PCOLCE2",0.198760698831556
"HS3ST3A1",0.198874401163079
"DCAKD",0.198875149002473
"SLC8B1",0.198880849965509
"LOC101929180",0.198906118997125
"IL1A",0.198924492356756
"USF1",0.199009720878063
"LRRC55",0.199037488561941
"TREML5P",0.19914733523095
"ZKSCAN8",0.199243378894942
"PQLC1",0.199277334672094
"ST7-AS1",0.199311424021224
"TYRP1",0.19938926359332
"LOC101929319",0.199400713241537
"MRPL13",0.199513154899695
"LINC00566",0.199516959119201
"LINC00454",0.19959078925781
"MTHFD2L",0.199597467492024
"TMEM239",0.199602472990878
"RP6-11O7.2 /// RPL7P52",0.199616551513371
"POLR1C",0.199716061629934
"ZNF593",0.199865430655345
"PCAT6",0.199917162777637
"AK022793 /// BC043213 /// CTB-175P5.4",0.200021489735185
"GRID1-AS1",0.200033602770785
"SLC44A5",0.200086552449328
"TPBG",0.200097315896783
"SMPD3",0.200185841398283
"KRT82",0.200238281279211
"ZBTB46",0.200266921205224
"GRB10",0.200416753347225
"AMIGO1",0.200429852463315
"DDIAS",0.200551802242947
"RP11-203B7.2",0.200630976884782
"DCAF8",0.200659537015197
"PKN3",0.200701150602827
"CADM1",0.200912934191784
"EVPL",0.200962584170221
"SAP30BP",0.200982722479476
"GAS2L1",0.200984255473893
"GAN",0.201025269595286
"MDFI",0.201124298824436
"SEMA4A",0.201141468115305
"TRIM36",0.201249174383218
"TMEM43",0.201250619794883
"ABCG5",0.201276918087525
"TMPO",0.201286729921898
"C6orf164",0.201342486944096
"CNTN2",0.201367671559918
"SLC39A10",0.201376357748368
"HIST1H1A",0.201385443160495
"LINC00485",0.201777026882411
"RNASEH1",0.201873391897036
"CCT6B",0.201926968969888
"CYTH3",0.201944729143292
"GABRB1",0.201956390010803
"ANKRD34C",0.201987085174755
"TDRD1",0.201996625090288
"SLC18A2",0.202005216390738
"WFIKKN2",0.20206550932581
"CBR1",0.202095468492683
"DNAJC30",0.202127602952703
"CNTFR",0.202178580872552
"DBT",0.202216535247804
"ANKEF1",0.202238576302648
"ABCB1",0.202330470474482
"IFNW1",0.202332661779949
"CEPT1",0.202378720106848
"PAX5",0.202393500374504
"ZW10",0.202439738531626
"LINC01180",0.202458920579735
"LRRC10B",0.202530504444859
"IL21",0.202532291909632
"LOC101927003",0.202533085457085
"ERP29",0.202609196037037
"ZNF599",0.202612626430378
"LOC100507443",0.202636208792641
"PPP5C",0.20269707438741
"ZFP90",0.2026998939334
"SPANXA1 /// SPANXA2",0.202730159684838
"CA6",0.202782259205073
"GUF1",0.202803095184306
"GJB3",0.202826781436282
"CAMK1D",0.202854509051474
"HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI",0.202883368883442
"NUP35",0.202911984244318
"STK40",0.202949580188528
"ASAH2B",0.202983685903427
"RTP3",0.203001940294884
"BNIPL",0.203004507279247
"MARCH5",0.203018272374671
"LOC283045",0.203069446902363
"EML1",0.203282625363151
"REM2",0.203305046065079
"MAMDC4",0.203308119341545
"MYPOP",0.203387056927314
"RPS6KA2",0.203414989568708
"RP11-161D15.1",0.20342857386439
"STOML1",0.203451532041567
"PAN2",0.20362897960941
"PLXNB2",0.203635425010242
"EID3",0.203691346738193
"TMEM5",0.203792372617525
"MAP3K2",0.203807661936312
"FLNC",0.203813328430577
"TSTA3",0.203834789780091
"NCF2",0.203849094864242
"CASP8",0.203885284318826
"XYLB",0.203956318347401
"SPRR2B",0.203982092316241
"SPRY4-IT1",0.204085271346853
"THOC6",0.204135412234852
"AC112198.1",0.204140836154641
"S100A6",0.204141001751556
"KCNJ12 /// KCNJ18 /// LOC100996843",0.204167587253533
"YTHDF2",0.204213718949469
"PAX2",0.204283172030005
"REN",0.204305180780465
"C12orf29",0.20437677995968
"LOC100507311",0.204382890936706
"MEX3D",0.204407010336493
"STAT4",0.204426514650826
"ANKRD20A11P",0.204445212378182
"LIM2",0.204448516016102
"SMA4",0.204510156136141
"AJUBA",0.204561989197772
"RGS18",0.204572511879973
"EARS2",0.204598136549848
"SULT1C4",0.204626806050195
"EEF1A1",0.204642563881851
"LOC101928189 /// RSRP1",0.20465192424667
"CA3",0.204677388045978
"ACTR2",0.204681160411492
"TAL2",0.204758866111803
"CLSPN",0.204766697937369
"PSENEN",0.204790122801653
"PNKD",0.204794786832756
"RPL29",0.204906849618902
"DCAF12L2",0.204925257886386
"CTD-2313J17.5",0.204932867960908
"FIZ1",0.204963914186631
"KRTAP17-1",0.204977556126188
"LOC100507461",0.205039320344922
"MAPKAPK5-AS1",0.205078126525446
"NDUFC2 /// NDUFC2-KCTD14",0.205084740678593
"C5orf15",0.205090648619166
"LINC01282",0.205166022180803
"DNM3",0.205176524817448
"KCNH4",0.205244281410551
"FAM154B",0.205267238747209
"NUP133",0.205269200724506
"NCOA1",0.205327699239711
"FAM20B",0.205374202167442
"CDHR5",0.205381427737553
"SLC6A4",0.205407779915605
"LIMA1",0.20550313486866
"TTC6",0.205537365796172
"SLC22A31",0.205553394050604
"AP4B1",0.205629545222606
"ABCA3",0.205844086977952
"POM121 /// POM121C",0.205848756803267
"LINC00558",0.205908374967756
"RNF151",0.205961650523245
"LOC101929570",0.205974719251425
"MUC8",0.205991030551192
"CASC7",0.206048343661627
"KCNJ6",0.206061428900503
"OR2N1P /// OR2N1P",0.206062306530003
"EMC1",0.206097913680907
"DEPTOR",0.206111199621383
"LINC01425",0.206114725698055
"GRIN2B",0.206146757858047
"MCFD2",0.206207225832529
"TNKS2",0.20630173252595
"DLG2",0.206550260337961
"PRDM8",0.206557700831674
"LOC101929034",0.206599185222027
"COQ10A",0.206619424440901
"KMT2A /// LOC101929115",0.206682699992406
"TCTA",0.20677010422999
"BASP1",0.206849152012547
"LA16c-380H5.5",0.206909538742833
"KRT24",0.206964675658074
"FBXO10",0.206982526430303
"HYOU1",0.207009255728832
"SHROOM1",0.207010289715096
"U47924.27",0.207019060825622
"CTA-384D8.35",0.207031798504586
"SMARCA4",0.207134574217766
"MROH6",0.207194645347691
"RP6-91H8.2",0.207205869040374
"PTH",0.207244315991258
"TPR",0.207296286205244
"LOC100507560",0.207304957004985
"KANSL2",0.20745612578757
"FAT2",0.207470941898852
"AK8",0.207549962217049
"MDS2",0.207551293772531
"RBBP7",0.207570888139305
"SLC17A8",0.207578960515275
"BTF3L4",0.207596161343934
"PDS5B",0.207629782457822
"NT5DC3",0.207633165466903
"TEX15",0.207670863739553
"SPATA20",0.207675087418674
"POLE3",0.207680527329595
"EPCAM",0.207789997909877
"YPEL1",0.20785444295686
"TAF5L",0.207896990303289
"NREP",0.207898380574674
"CELP",0.208052932702445
"HCN1",0.208092485859652
"D2HGDH",0.208094956530976
"FLJ13744",0.208117673847527
"FBXO43",0.208125186364614
"C1orf85",0.208149258102193
"POFUT2",0.208152601074067
"LOC101927363",0.208244485752484
"PTGES2",0.208279443859409
"LHFPL3-AS2",0.208309113367346
"EXOSC5",0.208313859489116
"BC042029",0.20835008234407
"RP11-297L17.2",0.208367199548843
"FAM115C /// FAM115D /// LOC101928422",0.20842889930397
"C17orf82",0.20846994717648
"RP11-96H17.1",0.208528124263412
"KRT80",0.208625853300458
"RP11-373D23.2",0.208626160329898
"NKX2-1-AS1",0.208627536680455
"NOS1",0.208649451820715
"C1orf95",0.208674618882598
"ADAMTSL2",0.208708893333444
"CTXN1",0.208969549514066
"AGO3",0.208998664466027
"DTD2",0.209015920267082
"LOC254896 /// TNFRSF10C",0.209063777420468
"PPBPP2",0.209099186778289
"TSPAN11",0.209195931846967
"SYNRG",0.209233553295049
"LOC100505824",0.209237076039835
"PKN2",0.209257267471414
"FAM129B",0.209273038720379
"PP13",0.209278960084606
"LOC283435",0.209306339335373
"NDUFS4",0.209397110839944
"MFF",0.209494791456683
"PNPLA4",0.209500435124229
"RAB8B",0.209519941724037
"TMPRSS15",0.209577274249705
"RP11-456H18.2",0.209619246089105
"CLDN18",0.209626292192102
"LOC101929087 /// SUMO2 /// SUMO3",0.209665003936669
"HARBI1",0.209668745857617
"GOLGA2P7 /// LOC101929479 /// LOC642423 /// LOC727751 /// LOC80154",0.209716081426314
"BC022892",0.209731119704594
"AGPAT5",0.209807940615238
"SHISA5",0.209823510101535
"RNF212",0.209913524636474
"IGH /// IGHA1 /// IGHA2 /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC102725526",0.209951465185623
"NUS1P3",0.20997617431337
"RP11-121C2.2",0.210016766551722
"SEMA4B",0.21009813787935
"KIAA1147",0.210198708121539
"CALM1 /// CALM2 /// CALM3",0.210221520770661
"LOC100130111",0.210243106570307
"PARK7",0.210261504436673
"ALG10",0.210265793409487
"FLJ23867 /// QSOX1",0.210298077215938
"PRR24",0.210373396901462
"PRSS35",0.210382857870023
"EMC6",0.210386438175008
"C6orf147 /// KHDC1",0.210433563896694
"STOML2",0.210465815746715
"LOC101927377",0.210471897141469
"LOC100128079",0.210490495605033
"ZNF443",0.210529742912672
"LINC01181",0.210546344648245
"SORBS2",0.21066697690548
"TP53I3",0.210768881428414
"TSPAN9",0.210823723463922
"SALL1",0.210849613019417
"C14orf1",0.210877892954645
"HK3",0.210888176130125
"MON1A",0.210912644497766
"TCEA1",0.210922888556375
"TIMM10B",0.210924924850259
"ALS2",0.210940225884366
"ZNF491",0.210951995225937
"TMEM183A /// TMEM183B",0.21100661861486
"GPC1",0.211052938832952
"GALNT14",0.211065895243746
"CA4",0.211067999894111
"LOC101927843",0.211147317809916
"LOC101929512",0.211161508764651
"STARD3",0.21117248863161
"SCARNA17",0.211246820903749
"USP32",0.211287977248563
"ACTBP9 /// ACTBP9",0.211353103125266
"DIAPH2-AS1",0.211405385239227
"MYOZ1",0.211432711643971
"LOC100506885",0.211629157350612
"SLC35A2",0.211640921535303
"GALNT5",0.211704752440783
"MAPK12",0.211767744915735
"CYP7B1",0.211774782367049
"GBP4",0.211783862966113
"LOC101929752",0.211857003180622
"EDN1",0.212018909306424
"MON1B",0.212098794615854
"PRKCQ",0.212114532656051
"FUCA2",0.212114837106809
"FAM71D",0.212148968031885
"LINC00574",0.212162668957988
"PER3",0.21220424806323
"HIP1",0.212237078902046
"SLC25A24",0.21224663780617
"BC034456 /// RP11-229P13.25",0.212275048962536
"CDK1",0.212279606954285
"ZNF418",0.212352852894833
"PDE8A",0.212420432276875
"LOC101927150",0.212451080440331
"NDUFS3 /// PTPMT1",0.212476149381412
"HMGN5",0.21255247127526
"CASC17",0.212619132860577
"PDGFA",0.21271405380989
"XXbac-B476C20.9",0.212767244482651
"EIF4E3",0.212884032071198
"LOC253044",0.212888309075229
"DES",0.212903003709985
"TTC3 /// TTC3P1",0.212921528333393
"RP11-109M19.1",0.212973156705168
"NTRK3",0.213023550192692
"HSD17B6",0.213046092159883
"ZBTB24",0.213048952646013
"NIT2",0.213230632872393
"OVOL2",0.21325537707156
"LINC00565",0.213266326555431
"NAV2-IT1",0.213285392002131
"LOC100240728",0.21331680257984
"DNM1P41",0.21345047730815
"EIF3J-AS1",0.213481142092505
"GSTT1",0.213523833301901
"ERI3",0.213540949179821
"BCKDHA",0.213568898689868
"MOCS3",0.213579485486926
"RASSF9",0.213626696048616
"RHOV",0.2136281308851
"OTUD1",0.213683271326419
"LOC101928525",0.213727857883828
"SIRT7",0.213727929345749
"WBP5",0.21372905327534
"GABARAPL3",0.213739211792455
"NKD1",0.213760990344502
"LINC00560",0.213832406958652
"RP5-1065J22.8",0.213894889023162
"TRIM28",0.213936981160847
"HK2",0.213942342123617
"DUSP2",0.214017133531517
"CCDC85A",0.214062447739018
"BC036308 /// RP1-117O3.2",0.214071091157841
"COA1",0.214083505303448
"C9orf116",0.214094529577559
"GABRD",0.214098447036367
"GPR135",0.21410438046082
"CCDC77",0.214118180919967
"MIR4691 /// MIR7113 /// NDUFS8",0.214120652506252
"RIPK4",0.214170309423759
"AMER1",0.214174498466464
"TARDBP",0.214226910327157
"PPP1R14C",0.214282955338941
"FLJ32255",0.214294105639764
"SAMD8",0.214312660305331
"GABRE /// MIR224 /// MIR452",0.214385406432355
"GLUL",0.214504159280883
"BC040898 /// RP11-244K5.6",0.214555377944211
"TYSND1",0.214564302724663
"DEAF1",0.214598411149942
"LOC100289094",0.21468806385721
"FSBP /// RAD54B",0.214695816233769
"CYLC1",0.214726492026438
"CYTH2",0.214740789054655
"PWWP2B",0.214759176155232
"FAS-AS1",0.21483759795879
"CCDC15",0.214843434535702
"DPH2",0.214907046378424
"LPPR3",0.214956258298912
"HDAC10",0.214991110947593
"HSF2",0.21514654229395
"FAH",0.215162912380057
"DTNBP1",0.215164867065596
"ZNF461",0.215172394768188
"PEAK1",0.215194971270326
"AMBP",0.21523592602746
"HSD17B11",0.215269539349656
"SLC38A3",0.215277794376364
"IFIH1",0.215293211542636
"POLDIP3 /// RRP7B",0.215305276041929
"PPP1R1C",0.215390827756911
"TOR3A",0.215457686360721
"GNPTAB",0.21547374960561
"LOC100131532",0.215484967379482
"OR1J2",0.215583979347584
"DSC2",0.215729560441985
"SLC35A3",0.215874977742047
"HSPA9",0.215993862102164
"LHX6",0.216013268460408
"UBE2K",0.216029628132088
"MERTK",0.216129267900389
"POLR3D",0.216164876455902
"HCFC1",0.216178680209292
"NCR3",0.216200156791533
"ATP2A2",0.21626316315725
"C4orf27",0.216278982584691
"RAB1A",0.216317330056447
"UTP6",0.216383743096961
"SBK1",0.216475203740805
"A4GNT",0.216481027668651
"LINC00937",0.216482009618768
"CPXM1",0.216537422528686
"FAM178B",0.216604661549997
"RP11-503C24.6",0.216610560017488
"RNF217",0.216662218305198
"NXPE4",0.21666263546361
"MLLT1",0.21668163425212
"LGALS3BP",0.216697964343164
"FAM229A",0.216722610702712
"BC043227",0.216777936090476
"TBX4",0.216794075423038
"RP1-155D22.1",0.216818430159215
"SEMA6C",0.216888944611456
"RHD",0.216929590308856
"ATPAF1",0.21692978650944
"TSPAN17",0.216955178674374
"C2orf69",0.216998714607133
"MTMR9LP",0.217030195024063
"LINS",0.217050144167527
"LOC100131180",0.217101280021298
"ESRRG",0.21714318485481
"RHBDL1",0.217182748758441
"LRRC19",0.217280172014331
"MIRLET7D",0.217299085409709
"PTPRO",0.217354013868394
"GPR39",0.217385115595273
"PLA2G4F",0.217390259682908
"FEZ2",0.217474169182429
"C21orf37",0.21748382656455
"TCAIM",0.217522353246297
"LOC400748",0.217535698897132
"TUBB2A /// TUBB2B",0.217660958219796
"RP11-499E18.1",0.217679198788859
"MUTYH",0.217980417531655
"LOC389641",0.218108122371983
"TOP1P2",0.218198894278748
"TNK1",0.218221548295234
"FOSL1",0.218222628099127
"PRRX1",0.218237344355403
"EPHB1",0.21826782298134
"FAM50A",0.218269925362273
"STAU1",0.218305178397771
"SLC46A1",0.218327227170999
"TMEM194A",0.21853547121968
"NDUFAF5",0.218546023055043
"ING5",0.218569536299697
"HMG20B",0.218601958827494
"KLF4",0.21860494098278
"FOXS1",0.218626940257151
"ZC3H14",0.218628176571669
"LBH",0.21868538819176
"NBPF1",0.218718426436769
"NR2C1",0.218727910369658
"LOC286161",0.2187575150863
"ACP6",0.218913227128003
"PFKM",0.218919378389479
"NTS",0.21897215395059
"MTA2",0.219017696401913
"LINC00167",0.219068706219083
"ARHGDIA",0.219090181416651
"FBXL22",0.219104846168784
"LOC101928111",0.219141341121413
"GLCCI1",0.219149975504327
"ARMCX1",0.219211328816879
"NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF19 /// NBPF20 /// NBPF25P /// NBPF26 /// NBPF8 /// NBPF9",0.219261965545465
"GPAT2",0.2193376353865
"ZNF653",0.219376975719891
"LINC00870",0.219386320249054
"GPR17",0.219397109579271
"HDDC2",0.219485367253934
"FLJ11710",0.219509451618868
"OR8B8",0.219532508036146
"NCAPG",0.219619727039927
"ZNF514",0.219637833345456
"TMEM41B",0.219652880365911
"SLU7",0.21966423726283
"RP11-111M22.3",0.219672028715619
"LOC101927021",0.21970602020432
"RAD54B",0.219769373582383
"EHMT1-IT1",0.219783460352585
"LINC00202-2",0.219853026021266
"LINC00226",0.21988679176975
"DUX1 /// DUX3 /// DUX5",0.21990149243382
"ZFAND4",0.219916116728459
"TKT",0.219932511498783
"SNAPC2",0.219997777888939
"DCT",0.22003502467066
"FOXK1",0.220050765755234
"RP3-507I15.2",0.220081944922524
"LOC101927086",0.220089249854268
"LOC102724938",0.220145688793255
"CEP192",0.22017449471875
"LOC285628 /// MIR146A",0.220387943855405
"ABCA12",0.220395109579325
"GPR115",0.220486369179961
"LINC00896",0.220610992506345
"CAPN9",0.220619386329638
"OVOL1-AS1",0.220649033865433
"C6orf1",0.220666088905748
"ALAD",0.220773363717601
"LOC338963",0.220793169449465
"MAGIX",0.220877158597315
"SPSB1",0.22092211479883
"LOC729866",0.220958599586322
"DMRT2",0.221003248612233
"ZNF195",0.221021973485629
"BC048982 /// RP11-1102P16.1",0.22103033686388
"RP11-744D14.2",0.221071150472561
"ANAPC5",0.221109049022078
"RP11-502N13.2",0.221125047438974
"FRMD1",0.221141571655372
"KB-431C1.4",0.22116068301213
"UBE2V2P3 /// UBE2V2P3",0.221336092565652
"C16orf59",0.221435047013215
"TTTY10",0.221519267126086
"CCT5",0.22152507044051
"SLC28A1",0.221543778527264
"PENK",0.221554981977283
"GS1-164F24.1",0.22162606332576
"ZNF212",0.221657564033368
"ADRA1B",0.221687419789028
"LOC100505664",0.221704403255334
"CTC-444N24.11",0.221769374331387
"RTP1",0.221794690812012
"RNU86 /// RPL3 /// SNORD83B",0.221819003842774
"UGT8",0.221903692167285
"DGCR14 /// TSSK2",0.222084823491965
"CCDC13",0.222240166689024
"PLEKHO1",0.222273830400341
"TMEM63C",0.222322154994029
"GTF2I",0.222356281129145
"RP11-410C4.5",0.222415452871799
"OPN3",0.222450238848872
"DMRTB1",0.22245511879323
"C1orf53",0.222458584249038
"ARL4D",0.22246397934997
"QTRTD1",0.222490829957623
"C4orf22",0.222535077134616
"HPGD",0.222591725781252
"TRPV6",0.222612979083443
"ZBTB14",0.22262917169941
"LOC101929740 /// ZNF37A",0.222745264440228
"ROGDI",0.222750888381903
"PXK",0.222797212130016
"MATR3",0.222836364269348
"KAL1",0.222848168981741
"ACSM1",0.222922848840957
"WDR93",0.222946478871797
"ABHD15",0.222950766860418
"ERRFI1",0.223031111133011
"SLC35E3",0.223042049069978
"NPHP3-AS1",0.223059861795989
"RPL3",0.223109873397297
"DQ592442",0.22312015878331
"LOC102723932",0.223140719693293
"CGN",0.223144983425191
"TP53INP2",0.223162876942646
"SLC8A1-AS1",0.223204003959927
"INVS",0.223207098519731
"RP5-1039K5.16",0.223241461433414
"LOC100289283",0.223260268481186
"B3GALT2",0.223265575228436
"LOC101929717",0.223308443734122
"PHACTR1",0.22332709356991
"FAM228B",0.223355383803464
"RP11-769O8.3",0.223390366871205
"LOC101929926",0.223396637861992
"LRRC6",0.223408660259
"NAALADL2-AS3",0.223448502568007
"RBM34",0.223467450709765
"ZNF652",0.223482567325666
"PTPN1",0.223539404041705
"ABHD8",0.223695306242728
"MSMO1",0.22369953255168
"RASIP1",0.223770628986908
"CHEK1",0.223779914347007
"C6orf165",0.223806239441458
"FAM98B",0.223827679694043
"ZNF621",0.223858375535878
"MTG1",0.223885865613213
"CTD-2302E22.4",0.223910699228348
"C1orf226",0.223930459015198
"MYO7A",0.223938920252107
"SUSD3",0.223983757462202
"AADACP1",0.22399474355705
"LOC100128922",0.224069945666772
"LOC100132735",0.224138231091586
"ASB16",0.224177393357552
"XPO1",0.224195824909932
"KLHL28",0.224197145017921
"BC032916 /// RP11-400D2.2",0.224217810045624
"NOVA1",0.224224980279819
"LOC100129406",0.224272516444385
"NTRK1",0.224369904121596
"PPP2R2C",0.224373666879093
"KIAA0368",0.224401475614892
"NACAD",0.224482652296713
"KIAA0226",0.224490210354903
"TDRKH",0.224500898931165
"KCNJ9",0.224515106136961
"RP11-1114A5.4",0.224525882296227
"LOC286382",0.224623606453213
"ZNRD1-AS1",0.224649573111265
"LRRC37A2 /// LRRC37A4P",0.224664479741349
"MAP3K7",0.224678553993959
"TMX3",0.224682394581168
"PAPPA2",0.224715671647835
"AC078842.4 /// AK094915",0.224733324901613
"THNSL2",0.224735815700298
"OXT",0.224788622720883
"RP11-560A15.4",0.224818677425523
"WDR25",0.224907423649633
"FKSG29",0.224912207430635
"MFAP5",0.224915438256551
"HHATL",0.224965054802051
"BACH1 /// GRIK1-AS2 /// LINC00189",0.225004874543926
"TAOK3",0.225020417266488
"OR7E19P",0.225143822503383
"CFDP1 /// LOC101928178",0.22519958497194
"LY96",0.225214380546773
"CIC",0.225214792131504
"CYP2W1",0.225218439770059
"UNC79",0.225325321370164
"TNFRSF13B",0.225404335969586
"C3orf43",0.225513533380868
"LOC100506639",0.225514915348723
"DKFZP586I1420",0.225588257695268
"SPRR2G",0.225588532417466
"LOC101927815",0.225590659074451
"SRMP1 /// SRMP1",0.225592294532
"KALRN",0.225631942862198
"TCRA /// TCRA /// TRAV10 /// TRAV10 /// YME1L1",0.225648412664591
"TTI1",0.225724135766466
"DPCD",0.225755404312302
"MACROD2-AS1",0.22583249096301
"RP11-158G18.1",0.22587174340596
"PDE4B",0.22588978593561
"LOC101928000",0.225955200378376
"SLN",0.225984544911969
"KRT71",0.226039509076309
"KRT25",0.22607707864244
"ZNF736",0.226090259887552
"CCNG2",0.226118908573992
"SEPSECS",0.226122788869964
"LOC101928789 /// SP140",0.226160508266243
"BEST1",0.226166050215147
"BCL2A1",0.226202188846115
"TCTN1",0.226247121081184
"PRO1804",0.226275509387173
"DKK2",0.226326938507723
"DDX27 /// SS18",0.226332973544095
"TCERG1L",0.226346469455431
"KLC2",0.226358738321837
"RPA1",0.226394186338575
"LOC100506374",0.226590706452966
"LOC100507577 /// LONP2",0.226597559156492
"DLEU2",0.226664008272427
"HSPB1",0.226702980703645
"LOC101929864 /// SLX1A /// SLX1B",0.226779985787998
"POLR1A",0.226898151694147
"COQ5",0.226945331844028
"ITM2A",0.226966522160491
"KIF13A",0.227011958088627
"HOXC13",0.227087894662944
"IGFBP5",0.227111272118201
"RPP40",0.227171307933185
"PIWIL2",0.227180082361645
"ACAP2",0.227195908277409
"RP11-24D15.1",0.227256643883839
"LOC100288152",0.22732811353266
"RP11-474D1.2",0.227396697675902
"IGSF11-AS1",0.227440744571457
"C16orf3",0.22746727100866
"NRF1",0.227550613667747
"CCL4",0.227595399272108
"CD8B /// LOC100996919",0.227608031282343
"ETS1",0.227713730735825
"SGCG",0.227754266896425
"AC010524.4",0.227776740188602
"ZCCHC14",0.227826363824338
"GNS",0.227850849931831
"RP1-223E5.4 /// SIRT5",0.22785092039124
"FYN",0.2279259554484
"TSPEAR",0.227936171486255
"LOC388942",0.227958888922257
"AP2M1",0.227961489631677
"JAKMIP2-AS1",0.227987525502897
"LOC729307",0.228012841975398
"PAPD7",0.228024101148305
"CD55",0.22802748219126
"OR1E3 /// OR1E3",0.228035962030637
"ZNF385C",0.228164612521893
"MAP1LC3B2",0.228223086513433
"MSH5-SAPCD1 /// SAPCD1",0.228289128960733
"ANGPTL3",0.228406134067317
"RRN3P3",0.228499076197801
"XBP1",0.228513361653919
"SERPINB5",0.228532062345094
"HPCA",0.228658768639654
"NUS1 /// NUS1P3",0.228675569630286
"AK025288",0.228679534738017
"ZBTB41",0.228717238207546
"MED25 /// MIR6800",0.228751950657972
"LOC101928314",0.228797287983679
"OVOL1",0.228889301039699
"NBAS",0.229000487185241
"AK054708 /// RP11-547D24.1",0.229066054295248
"TBCAP2 /// TBCAP2",0.22916422201161
"MICALCL",0.229183484328889
"OTOGL",0.229192440365681
"EIF3D",0.22919353901142
"CYP27A1",0.229335082175994
"ZCRB1",0.229421816120395
"SUGT1P3",0.229484941644702
