"gene","p"
"ASB15",0.32237330556405
"WDR88",0.322442786948862
"KLHL10",0.322484940554634
"KLHDC8B",0.322501258560939
"PPFIA4",0.322547202913248
"CCDC65",0.322611748021668
"FLJ25758",0.322621482161515
"HMGN3-AS1",0.322658989734476
"JMJD4",0.32270386298201
"MADCAM1",0.322744839944047
"IDI1",0.322853322196851
"GPR113",0.322985687936969
"NR2E3",0.323016290958868
"DTX2P1-UPK3BP1-PMS2P11",0.323027456557593
"IGKV1-37 /// IGKV1-37 /// IGKV1D-37 /// IGKV1D-37",0.323028348839587
"NAT14",0.323066166028735
"LYRM9",0.32307783300506
"HOXC8",0.323106773162923
"MTX1",0.323160732987439
"CFLAR",0.323198003674804
"SFXN1",0.323226785910172
"PCOLCE",0.32323672628606
"C2CD4B",0.323312246984967
"C14orf93",0.323413492367398
"C16orf89",0.323445377403038
"DMC1",0.323535111198664
"CCDC13-AS1",0.323565379323104
"NDC80",0.323604161788659
"FOXP1-IT1",0.323704368674772
"RP11-513M16.7",0.323772222130651
"STAT6",0.323801202592801
"RP11-257I14.1",0.323827936231999
"ARPC1B",0.323874995462557
"TRPC5OS",0.323898200670976
"CWC27",0.324002558659981
"RP11-740C1.2",0.32405103931526
"NXNL1",0.324131462510793
"C16orf71",0.324164290752141
"CASC14",0.324269357450144
"ZNF767P",0.324325604381814
"LOR",0.324326607629077
"HLA-E",0.324498036454048
"RP3-388M5.9",0.324595139956271
"ZNF594",0.32465188656394
"TRIM22",0.324692433882606
"TCP10",0.324709068918595
"HPS5",0.324753563617273
"KCNK4",0.324760119239592
"TMEM52B",0.324776756643388
"PLEKHG1",0.32478212650001
"GLI4",0.324813317320985
"ATRNL1",0.32483063808739
"RPS23",0.324896149037334
"LOC101928623 /// LOC401320",0.32490399249243
"IGH /// IGHA2 /// IGHD /// IGHG1",0.324909939385369
"CYTH1",0.324916984121721
"FAM129C",0.3249296546004
"CWC25",0.324954618992399
"MAF",0.325000928030085
"LOC339874",0.325027277312116
"AMFR",0.325052846725574
"MINK1",0.325061966263646
"LOC101929378",0.325077323303455
"LINC01127",0.325181910730081
"CETP",0.325292944544876
"LILRB2",0.325316424895908
"FLJ37786",0.325330641636338
"LINC00643",0.325349238945357
"GGT1",0.325443888283529
"TUBB2B",0.325493311378943
"EEF1DP5 /// EEF1DP5",0.325540519546582
"LINC00997",0.325564098920812
"EFR3B",0.325694476693606
"PRH1 /// PRH1-PRR4 /// PRR4",0.325748766041564
"SEC62",0.325757044984278
"TBX3",0.325771516477269
"SIRT6",0.325783015019303
"LINC01296 /// LOC100653149 /// LOC102725127",0.325803911592065
"CCNC",0.325866046038037
"DPP10-AS1",0.32586666922992
"UBE2R2",0.325876616223849
"NEGR1-IT1",0.325896116168826
"CNTD2",0.325924274816685
"LOC101929592",0.325937754565619
"HCG4",0.32597568893883
"BRCC3",0.32597782785306
"MIA-RAB4B /// RAB4B",0.326020583817743
"SGK494",0.326085290622296
"RP11-138I17.1",0.326098484599936
"GPR143",0.326433702244892
"IZUMO2",0.326549453294344
"SEC11A",0.326566093128215
"NR5A2",0.326587933987676
"ABCA11P",0.326594490486219
"CCND1",0.326612714334844
"PRR29",0.326613367876549
"AMER2",0.326632911408889
"SCYL2",0.326691887308156
"LOC145837",0.326717795168706
"SNHG1 /// SNORD22 /// SNORD25 /// SNORD26 /// SNORD27 /// SNORD28 /// SNORD29 /// SNORD30 /// SNORD31",0.326776703072752
"ART5",0.326785318686244
"RIC3",0.326933956741589
"SC5D",0.326987777190801
"ZNF670 /// ZNF670-ZNF695 /// ZNF695",0.326995219505691
"WDR86",0.327015794608583
"WDR54",0.327117323998243
"BANF2",0.327120049706487
"DUSP7",0.327126422368301
"DUT",0.32714931698791
"COX8C",0.327317012186335
"ZFP28",0.327358155737787
"TIPARP",0.327372975481275
"YPEL3",0.327416241116753
"LOC100507480",0.327437297010656
"RP11-171I2.1",0.327592531036666
"RP11-138A9.1",0.327663776828637
"RFNG",0.327689179176514
"MSRA",0.327730616608691
"NRG1",0.327819491832964
"PTPRJ",0.328014735358092
"ADIG",0.328038465310101
"SNRPE",0.328042787865311
"GOLM1",0.328164267758353
"LINC01184 /// LOC101929964",0.328169200491291
"H3F3A /// H3F3B /// MIR4738",0.328172467863114
"KCTD4",0.32817841741551
"FAM212B /// LOC101928718",0.328202855332537
"GPATCH4",0.32829365460625
"SHB",0.328314182074612
"RPF1",0.328361332474631
"OR2F1 /// OR2F2",0.328410467522956
"FAM110A",0.328472629141982
"RASL10B",0.328504979945914
"SAA2-SAA4 /// SAA4",0.328617120402467
"NYX",0.328618883259295
"CATSPER2 /// CATSPER2P1 /// LOC101930343",0.32869462618709
"RETSAT",0.328807167410309
"BCAS1",0.328865707847993
"GPCPD1",0.328962824292124
"RPL22P22 /// RPL22P22",0.328976287868575
"BLCAP",0.329038771272454
"LINC00112",0.329047307434054
"FASTK",0.329089237662754
"CD14",0.329138339451186
"UPP1",0.329138839631943
"CPS1",0.32914181513435
"CRIPT",0.32927690624482
"DLGAP2",0.329299146232877
"DOCK3",0.32932630435664
"LOC730139",0.329336460397839
"CAPN8",0.329383375480187
"LOC101927038",0.329386132958157
"ACSBG2",0.329439290437578
"ACBD3",0.329493332371259
"C9orf85",0.32955218901544
"LOC100129884",0.329556260821471
"BTNL3",0.329644957946076
"SPRED1",0.329771478862772
"MYL4",0.329788362054459
"RP11-52A20.2",0.329803004505329
"LEMD3",0.32987264893894
"LOC101928068",0.329900994388256
"CDH22",0.329912929095223
"PRIM2 /// PRIM2B",0.329980266227638
"GGT1 /// GGT2 /// GGT3P /// GGTLC1 /// GGTLC2 /// LOC100132705 /// LOC102724197",0.329983047082906
"ZFYVE20",0.329993587618919
"IGKC",0.330157387928727
"TRPM5",0.330182180285687
"RAB36",0.33022244877852
"TRPC7",0.3302771086371
"COG2",0.330304781132704
"KDM3A",0.330321824809392
"RPS2P45 /// RPS2P45",0.330325516439141
"SSH1",0.330326265892298
"CECR7",0.330343428986175
"PDE5A",0.330345118655889
"FDXR",0.330348257983053
"EPS15P1 /// EPS15P1",0.3303680127086
"LOC286370",0.330468353878672
"RSU1",0.330499856359815
"TBC1D31",0.330503630228021
"RAB2B",0.330555832846874
"IPO11",0.330587028586711
"C2orf16",0.330593202021274
"LINC00572",0.330631858564607
"TNIP2",0.330659296846765
"GCLM",0.330665005964079
"LINC00894",0.330669670909394
"FLCN /// PLD6",0.330683506837594
"SIGLECL1",0.330683549490663
"ANXA2",0.330697840840789
"MPL",0.33080101644513
"LOC645513",0.330809207685187
"ZNF41",0.330864916966278
"RPLP2",0.330878272480453
"ADAM33",0.330943003319893
"LRRC1",0.330955438710659
"ZYG11A",0.331094323608717
"ATIC",0.331125799252366
"TMEM31",0.331141912070573
"GPC6",0.331170547744358
"LOC401320",0.331228118554352
"ZNF574",0.331316075451795
"PPP1R12C",0.331350847784194
"PGAM5",0.331359436538077
"WT1",0.331374486387932
"LOC101927531",0.33139242150982
"H2AFX",0.331445657820888
"OR7C2",0.331553641911855
"TBX22",0.331556887546516
"LARP1B",0.331569686814023
"SYNGAP1",0.331662736531992
"ZMYND19",0.331683181516036
"WBSCR28",0.331745099008654
"TNMD",0.331826714922073
"NOTCH1",0.331849788838754
"C21orf88",0.331874046781394
"DHPS",0.331876189475345
"ARHGAP11A",0.332086299057526
"SSR4P1",0.332189451422848
"IRF2",0.33219562436072
"AX746710",0.332287108901125
"DKFZp434J0226",0.332351489818089
"RAI14",0.332369211070982
"AIF1",0.332374258372808
"GREB1",0.3324286872689
"SSPO",0.332497344556523
"RECQL",0.332497807174095
"CLK3",0.332581184941274
"LINC00463",0.332590076533582
"PLAGL1",0.332703837337724
"LIPH",0.332714046245127
"SAMD9L",0.3327193969582
"CYAT1 /// IGLC1 /// IGLV1-44",0.33285971519949
"FAM175A",0.332920656598481
"BAGE",0.332924087243176
"ADNP",0.333101056241394
"RGAG4",0.333193956040942
"ARHGEF3",0.333201139013649
"PANK4",0.333265595039447
"ZC3HAV1",0.333266298440275
"ABI2 /// RP11-363J17.1",0.333284713113526
"TTTY2 /// TTTY2B",0.333383511432425
"MRPL39",0.333469398892306
"AP001171.1",0.333492897802092
"MGC40069",0.333517742236785
"FLJ33544",0.333522911181108
"A4GALT",0.333720991745796
"THTPA",0.333744292936536
"SH3PXD2B",0.333753629418645
"SLMO2",0.333791403401276
"KIAA1755",0.333824223048913
"SNRPN",0.333827799901053
"TDRD6",0.333847921451882
"MGC13053 /// RP11-770J1.4",0.333874368381656
"CDK12",0.333948619341458
"LOC286071",0.333952656402496
"RP11-6F2.5",0.334083335977662
"C1QTNF4",0.334173074796904
"TRIP11",0.334178922875996
"RHNO1",0.334213475314217
"RP6-201G10.2",0.334246212943083
"MAT2A",0.334260719148412
"NDUFB6",0.334341542548591
"ORMDL2",0.33434169287932
"GGT1 /// GGT2 /// GGTLC1 /// GGTLC2",0.334490097757957
"NBPF3",0.334533659672474
"LOC653160",0.334591480412252
"HOMER2",0.334619849714902
"CTA-390C10.10",0.334696382581019
"LINC00403",0.334731729932289
"LRRC48",0.33476755011973
"LRRC23",0.334820272091034
"ZNF396",0.334841261222423
"CASC10",0.335025171241246
"ERICH6",0.335027531033863
"HCAR3",0.335029258782952
"LONP1",0.335117845436058
"RPRD2",0.335124169120587
"CORIN",0.335129285800717
"SLC31A1",0.335129295006144
"SMARCB1",0.335200657053114
"RP11-619L19.1",0.335369109160968
"HPS3",0.335514096617863
"ANKRD30B",0.335544310668548
"LIFR",0.33555274095889
"OTX2-AS1",0.335589707310532
"PLCL2",0.335608568352811
"ADO",0.335668479950759
"DQ573539 /// SNX18P3 /// SNX18P3",0.335674887708805
"FLJ16124 /// LOC101927533",0.335841572675641
"GUSBP1",0.335933482099941
"HEXB",0.3360014805376
"LOC90784 /// POLR1A",0.336030690541434
"LHX2",0.336062025822863
"LOC101929335",0.336077393999185
"CDC34",0.336127111604621
"SLC35G3",0.336189538852844
"DCAF10",0.336245236648732
"MSX1",0.336253031201891
"PCDHGA8",0.336269767081487
"LINC00933",0.336305746200205
"CCDC144A /// CCDC144B /// CCDC144CP /// LOC101929141",0.336343963778168
"ARHGEF9",0.336351540802938
"COQ6",0.33637437669844
"LYSMD1",0.336397209687145
"TIMD4",0.336425333395377
"FTHL17",0.336430694035594
"P2RY11 /// PPAN-P2RY11",0.336503596831405
"C11orf86",0.336558826273745
"FAM198A",0.336570822881221
"C8orf31",0.336578575840417
"ABCE1",0.336591341691145
"TPSAB1 /// TPSB2",0.336660768387232
"TDRD3",0.336700783583268
"MS4A5",0.336706474846546
"SSX3",0.336740478266831
"GRM4",0.336746001802773
"PPHLN1",0.336759044867247
"IL25",0.336895049183775
"WAPAL",0.336946674475229
"PHF13",0.336963222604166
"VPS18",0.336976509972566
"LINC00853",0.337008073170232
"NUDT2",0.337021867396355
"LOC101928271",0.337025441850842
"SMN1 /// SMN2",0.337029668710866
"HSF2BP",0.3370398030166
"FBXL5",0.337065552628984
"MUC20",0.337173723535919
"GTSE1-AS1",0.337200010112957
"CARD18",0.33722412212239
"VAMP5",0.337243510704084
"POU3F4",0.337249547361639
"CAPN10",0.337260946176246
"FBXW8",0.337281478763454
"MAGI2",0.337312651483367
"PCP4L1",0.33741016130262
"LPPR2",0.337432438699751
"PAX8",0.337578576329788
"UFSP1",0.337672145487974
"ODF3",0.337694216300676
"ELAC2",0.337725485296427
"ZNF471",0.337767659646173
"AC003973.4",0.337788391090973
"KCTD9",0.337836100158462
"XIAP",0.33783625266283
"NKX6-1",0.337870097107572
"UBE2S",0.337914050799943
"SUDS3",0.338059359246746
"PON2",0.338101620415028
"LARP7",0.33813984482088
"RP1-93H18.6",0.338148760482672
"C1D",0.338169812393086
"EFCAB2",0.338209169079886
"CMTM1",0.338236629485296
"ZNF609",0.338312334851611
"RSPRY1",0.338326931400497
"LINC00543 /// LINC00543",0.338372414340419
"INSL5",0.33850529201294
"MAP2",0.338639530970672
"RFX7",0.338678394764815
"CR936796",0.338709879167325
"UHRF1BP1",0.338716356901469
"SIRT3",0.338784353290903
"CHMP7",0.338855875900443
"ATG10",0.338857379223417
"INSM2",0.33895591444031
"KRTAP9-9",0.33903922544965
"GOLGA8N",0.339079074570042
"GABRA5",0.339158447713683
"ATP6V1G2-DDX39B /// DDX39B /// SNORD84",0.339254383934187
"LINC01360",0.339431634494686
"ADD3",0.339444289969007
"LINC00161",0.339488251239141
"TMEM80",0.339579809753547
"SHISA9",0.339662894819923
"RGS9BP",0.33968936602666
"LOC646482",0.339705577906726
"GPKOW",0.339730660360493
"CELF2-AS1",0.339770202813913
"C9orf41",0.339893590897681
"HSFY1 /// HSFY2",0.339956992727576
"AKR1C1",0.339965818990259
"AOC1",0.339991579345871
"LOC100131043",0.340004809591056
"NPY5R",0.340027472667235
"RP11-60A24.3",0.340052098906709
"TMEM51-AS1",0.340190896223138
"AIM2",0.340292010815757
"FLJ35700",0.340329808797934
"RYR2",0.34036580695187
"LINC01342",0.340404892950483
"AC007680.2",0.340482376504237
"OGT",0.340533262006795
"ZMYND11",0.34065950997324
"VNN1",0.340765885703821
"POM121L2",0.34088045585584
"FAM127A",0.34092688778132
"CINP",0.341127138900342
"GPS2",0.341261721001052
"DPH1 /// OVCA2",0.341263114207242
"ARID5A",0.341299864533021
"SLC45A1",0.34131558676303
"QPRT",0.341325543289866
"MIR6787 /// SLC16A3",0.341347821595842
"TXNDC9",0.341352266877565
"ZSCAN31",0.341388761421313
"MAPK11",0.34151998759218
"SLC25A19",0.341531071920189
"ZNF74",0.341561368206333
"RP11-271C24.3",0.341694857674991
"PPP2R5C",0.341733186629898
"TAS2R50",0.341748705003896
"SLAIN2",0.341786935812734
"UFM1",0.341810045997028
"LINC00564",0.341843506321132
"BC039537 /// RP11-30L15.6",0.341891077205567
"PHLPP2",0.341904262041942
"NNAT",0.34195066563497
"CLLU1 /// LOC100507616",0.341951098915423
"TRMT1",0.342023159465918
"KIR3DS1",0.342188101847374
"PTPRN2",0.342194523922016
"RP4-710M16.1",0.342199652345342
"AX747191",0.342221869986436
"P2RX5",0.342412483077388
"LINC01255",0.34241530966881
"LOC100506235",0.342612649062821
"FAM110D",0.342702333740739
"MEN1",0.34272045714602
"DYRK1A",0.342731646764863
"BOD1L2",0.342807292192448
"CYP3A5",0.342811216100896
"LOC101927824",0.342818213926871
"TIPIN",0.342820991896714
"GKN1",0.34282874024237
"RP11-710C12.1",0.342903585704263
"INPP5A",0.342909240995674
"RP11-649A18.7",0.342995080270119
"R3HCC1L",0.34303067753724
"GJD3",0.343052096471445
"HELB",0.343066976353694
"RCVRN",0.343183743633961
"MECOM",0.343254543134001
"SLC44A1",0.343280168516675
"SCARA5",0.343291559256882
"LOC100128325",0.3432975145817
"DIS3",0.343300966135031
"ZYG11B",0.343306284340047
"LOC283357",0.34342015157781
"YWHAH",0.343428627362661
"TAF6L",0.343444744073469
"NT5DC4",0.343524283180526
"TMEM259",0.34352694850382
"AA06",0.343564701645331
"KCNN1",0.343609725178907
"OR10D1P",0.343621389805796
"KCNA10",0.343639257059987
"ZDHHC8P1",0.343640301198208
"SHANK3",0.343651684675505
"FAM86B1 /// FAM86B2 /// FAM86C1 /// FAM86DP /// FAM86FP",0.343683229878191
"TTLL3",0.343714442041361
"ZDHHC7",0.343736335046419
"RP11-340A13.1",0.343838927947953
"LGI4",0.343927311104793
"LAMTOR3",0.343934548493605
"CDH13",0.34394244711599
"CHST7",0.343950832584561
"IQCF6",0.344063352689368
"LINC01356",0.344070010530767
"GRIK2",0.344077771955214
"SIGLEC16",0.344086437809763
"AC007401.2",0.344109671015153
"IQCG",0.344145673766661
"CXorf57",0.344303540246051
"SPATA5",0.344326572755304
"ZCCHC7",0.344367336002431
"MGC20647",0.344383803055558
"HDX",0.344404112243433
"CTD-2587H24.10",0.344419422874449
"MIR1304 /// SNORA1 /// SNORA18 /// SNORA32 /// SNORA40 /// SNORA8 /// SNORD5 /// TAF1D",0.344422628219678
"OGFR",0.344499626215959
"IGHG1 /// IGHM",0.344519532456096
"CAMK2D",0.344557207055002
"PPP2R1A",0.344578997060932
"RP11-960B9.2",0.34465088550905
"PPP1R12A",0.344764806197488
"TM9SF3",0.344853540712273
"SLC25A39",0.344860440260917
"SETD3",0.344870381376135
"RIMKLA",0.344943109408107
"NPEPPS",0.34505993299132
"EIF2AK3",0.345169880179528
"TUBD1",0.345209801337625
"ALKBH2",0.345322735607725
"RPTN",0.345332196632506
"SLC6A17",0.345362384216524
"RP11-806L2.2",0.345381630286697
"PPP2R2D",0.345393294581698
"SIGLEC15",0.345468093437691
"EXOC8",0.345531937584189
"CTSA",0.345636052581029
"LHFPL5",0.3457694997694
"IL26",0.345784190410437
"LRP5L",0.345818613627963
"GLTSCR2 /// SNORD23",0.345858641572239
"HBE1",0.345879614693765
"HDAC6",0.34591468055727
"FLJ27354",0.345971516159231
"OAZ1",0.346006255340909
"LINC01093",0.346006329031644
"C1QTNF6",0.346078253775962
"PGGT1B",0.346086924390873
"LOC101928797",0.346124751720945
"STAT5A",0.346132870388269
"CFH /// CFHR1",0.346190027075394
"LOC101928259",0.346238344117135
"LOC101928107",0.346241701556427
"SGOL2",0.346285776706483
"LOC654342",0.346324322895065
"TRPC6",0.346345724470949
"WDR96",0.346348805080426
"LAPTM4B",0.346388859182264
"LOC102724985 /// PDXDC1 /// PDXDC2P",0.346405203237395
"KRTAP4-7",0.346407283012829
"PAQR7",0.346422283375054
"JAKMIP2",0.346544842845742
"RP11-552F3.10",0.346636028086882
"FAM71A /// FAM71A /// RP11-338C15.5",0.346722121192267
"LOC100506175",0.346777520175613
"SYT12",0.346785483224003
"ATRX",0.346809872427724
"LINC00557",0.346827674917515
"LOC101928343",0.346968499563843
"TNFAIP8L3",0.346987666403579
"LMAN2",0.346989798667414
"TFPI",0.346997637811425
"TMEM72-AS1",0.347005245185163
"MANF",0.347022655175933
"LOC102724537",0.347046498636903
"DCTN1",0.347236464498295
"TMBIM6",0.34730112098255
"LOC100131170",0.347373633759622
"FW340027",0.347387439851907
"MIR1292 /// NOP56 /// SNORD110 /// SNORD57 /// SNORD86",0.347454662747634
"DDX11",0.347491505224979
"RP1-20C7.6",0.34756037340782
"RPS6KA2-AS1",0.347717706433381
"LHX9",0.347723070723498
"MBLAC1",0.347756188363059
"MISP",0.347771364591456
"CD96",0.347774701081727
"SLC45A3",0.347795117844651
"VGLL2",0.347802054422189
"SND1-IT1",0.347837003808993
"PDZD7",0.347843913344551
"SLC17A2",0.347864469645393
"PKLR",0.347886451259838
"LINC00311",0.347895276536823
"LOC100506289",0.347972966270164
"LOC101927967",0.348043341539218
"ASB4",0.348051346571368
"MFHAS1",0.348170580317161
"ASAP2",0.348237274199897
"CDC42BPG",0.348241546299305
"C1orf109",0.348323555965952
"DNAJC3-AS1",0.348367213529134
"CLEC4E",0.348394851531585
"LOC285043",0.348499493490662
"SF3B3",0.348508912515688
"LOC286177",0.34851297781739
"ALDOC",0.348605977029054
"NDUFAF4",0.348662271727586
"ATG3",0.348780932248832
"ENTPD7",0.348863494891504
"TTR",0.34902134426065
"NEK11",0.349109661739762
"MRGPRX1",0.349164466239562
"UXT",0.349367929277234
"PYCARDOS",0.349384098606261
"VMA21",0.349399401327569
"C11orf87",0.349427139255004
"AIP",0.349548114186998
"RP5-1119A7.11",0.34959154564508
"NR6A1",0.349597647892071
"LOC100996263",0.349631291412279
"VN1R4",0.34969604462419
"KPNA2",0.349710740239871
"CASZ1",0.349825908421833
"IGHD3-16 /// IGHD3-16 /// IGHG1 /// SKAP2",0.349835333473309
"SUB1",0.349917028881755
"PERM1",0.3499711568683
"TPRG1",0.350100662651676
"LINC00487",0.350136071208562
"GPR50",0.350207972307199
"HEPACAM /// HEPN1",0.350234947309688
"MOV10",0.350292590091662
"DICER1-AS1",0.35035088754239
"LOC100507507",0.350404229355468
"ADNP2",0.350407211687246
"RP11-396F22.1",0.350505893562676
"OCR1",0.350588498420426
"INSIG1",0.350663045407347
"SLC30A4",0.350730667363683
"TAF1A-AS1",0.350802589350812
"PROSC",0.351009895586623
"BCAS2",0.351038117447107
"PSMG2",0.351046527764247
"EDNRB",0.351084481024225
"KITLG",0.351094845071093
"CYB5D2",0.351117262510859
"UBR4",0.351161297579263
"LIPI",0.351198248208154
"NUSAP1",0.351374046901176
"ZNF213",0.351456250472033
"RP11-95H11.1",0.351527767544203
"GORAB",0.351544537637048
"NENF",0.351631225699375
"MUM1",0.351732903414094
"LOC646778",0.351764288499375
"CYP2B6 /// CYP2B7P",0.351764570450505
"ATP10D",0.351802271592941
"SNORA78",0.351820013228941
"CCZ1 /// CCZ1B",0.351862523413326
"AHSG",0.351880228429799
"BFSP2",0.35191383321244
"CLEC16A",0.351916850871218
"HMGN2P9 /// HMGN2P9",0.351917631148258
"LOC285422",0.351931156276272
"GPAM",0.351976735905741
"RHBDF1",0.352165610067666
"SPPL2B",0.352182461137005
"NECAP1",0.352194490603638
"PIGX",0.352255317794325
"ZCWPW2",0.352310304538564
"KIAA0408",0.352354119179227
"LOC101929949",0.352417323738941
"WNT16",0.352428104218873
"LTC4S",0.352435861921449
"BC036830 /// OVAAL /// RP11-522D2.1",0.352469049295686
"CD180",0.352557233187436
"GOLGA6L4 /// GOLGA6L5P /// GOLGA6L9 /// LOC102724093",0.35263218254127
"C15orf45",0.352633686898109
"MPP2",0.352645625757981
"ZNF43 /// ZNF729",0.352655512046058
"FAM41AY1 /// FAM41AY2",0.352723337038027
"LOC100130476",0.352811525953268
"C17orf62",0.352882161925829
"SLC25A35",0.352915863786391
"LINC00908",0.35294110328325
"ID1",0.353027820976237
"CACNB2",0.353032463463391
"LILRB3",0.353039909524825
"MYL3",0.353076933137745
"PMS2 /// PMS2CL",0.353109245418226
"BLK",0.353138587119835
"LINC00343",0.353203636426599
"PLEKHA2",0.353265489099437
"LINC01126",0.353329142344421
"TGFBR3",0.353365055159929
"REEP5",0.35342231411677
"TNS3",0.353435578599855
"DCLRE1B",0.353492486269427
"DKFZp434L192 /// LOC100653233",0.353501934972652
"SCOC",0.353506774982938
"PRDM7",0.353538013486865
"LOC101927616",0.35356046022055
"DNAAF2",0.353696821913968
"RSL1D1",0.353733631973679
"ZNF600",0.353804489906893
"BMP1",0.353880239559322
"ASB13",0.353901249035895
"CPSF3L /// MIR6727",0.353943564097478
"LOC200609",0.354053762359299
"APOA4",0.354071748305632
"TRPC4AP",0.354080505685816
"COMMD4",0.354159189952499
"LOC101927211",0.354198493831458
"LOC101927560 /// LOC101927587",0.35422243881533
"C21orf15 /// LINC00417",0.354312143418998
"MIR424 /// MIR503 /// MIR503HG",0.354314982685851
"ANAPC4",0.35438627255124
"GABARAPL2",0.354468295527756
"LDHB",0.354469833676095
"PLD1",0.354505675815666
"CTD-2547L24.4",0.354606712299149
"RPS10P7",0.354684796712499
"C1orf159",0.354740512553386
"CFHR3",0.354793557521311
"SIX1",0.354907725278462
"GLIDR",0.35508348488728
"TRIM17",0.355110351377132
"LOC101929050",0.355140861526679
"TIMM8B",0.35517633839802
"FLJ36848",0.355193100494957
"RP6-24A23.7",0.355234928114588
"CST2",0.355270258693817
"BCL7B",0.355327883876787
"SPOPL",0.35533687542513
"BMP2",0.355337345656943
"LOC440346",0.355342619515208
"FCHSD2",0.35534330520172
"ST6GALNAC2",0.355500328781291
"ECHDC1",0.355520328132815
"NPTN",0.355547917658857
"RNF185-AS1",0.355548173251635
"CELF4",0.355576726933723
"LOC151174",0.355599676088662
"XPNPEP1",0.355621335651825
"FBXW7",0.355644856679588
"FAM131B",0.355656009820265
"VN1R2",0.355690912177184
"C22orf15",0.355745021822199
"DCDC1 /// DCDC5",0.355764636826648
"LOC100507431",0.355769291499063
"HOXA2",0.355771498567271
"OR4C1P",0.355819070083538
"SCN4A",0.355880629888855
"SNX4",0.355994507504193
"XKR4",0.356029160435428
"VASH1",0.356053579446941
"RP3-400B16.4",0.356257690597939
"SH2D5",0.356261105484637
"GIMAP8",0.35627995352743
"SUGT1P1",0.356304476571507
"KHDC3L",0.356304568616843
"EME2",0.35630915270759
"LOC100130278",0.356423045796543
"TGFB1",0.356503065371673
"MFSD8",0.356518776064027
"RBM46",0.356565546734966
"TBC1D4",0.356585928929775
"UBN1",0.356622942938887
"LOC102724362",0.35665786828495
"BFAR",0.35666074232458
"PLCB3",0.356691530822683
"IFI27L2",0.356740095258443
"HSPA12A",0.356860509859568
"NPAS1",0.356887729495176
"LOC101928104",0.356894566330156
"B3GNT9",0.356999748157933
"KCNQ1-AS1",0.357051257962074
"BRE",0.357113560146807
"ACBD5",0.357158601697896
"CCL5",0.357174342104345
"ANP32E",0.357188453940201
"CDC16",0.357228056237906
"CCL24",0.357238402828981
"ERP27",0.357289004877131
"ALOX5AP",0.357333379022217
"ZMYM4",0.357396279041841
"RPL39",0.357407638971872
"ALKBH3-AS1",0.357417923815438
"C19orf45",0.357447953974371
"PDE9A",0.357454531092769
"CTD-2377D24.6",0.357478413959894
"KIAA1614",0.357554717739444
"WISP3",0.357595430625003
"HEBP1",0.357612007691117
"CASP10",0.35769293960863
"C7orf34",0.35771248068617
"RP13-1032I1.7",0.357788613325444
"HNRNPUL2",0.357997670194992
"ZNF771",0.358092771423087
"PTOV1-AS1",0.35811593241533
"BRF2",0.358137379207957
"DACT3-AS1",0.358156600651205
"LOC101929304 /// SNX29",0.358195255821576
"TMSB4Y",0.358294096190455
"FRMPD3",0.358319649799745
"CCT7",0.358334396341636
"OSGIN2",0.358399024680451
"RMST",0.358432927009432
"BCL2L2-PABPN1 /// PABPN1",0.3584412900189
"ZNF644",0.358642500377968
"RP1-135L22.1",0.358683994481139
"RP11-567I13.1",0.358692676906986
"PLEKHA6",0.358727358200611
"ZSCAN1",0.35873387219757
"C1R",0.358800272875744
"FKBP2",0.358885158301092
"SFXN5",0.358937377260592
"MYL6B",0.359022736266522
"LOC101060264",0.359039485316392
"CENPP /// LOC100128361",0.359103065838977
"FOXD3-AS1",0.359158085631223
"LOC101928557",0.359279823418323
"MTFR1",0.359280273052338
"ITIH6",0.359329802280885
"NEK6",0.35933735644464
"LOC100128751",0.359352676973662
"DEFA6",0.359463522750143
"LOC102724870",0.359490452738768
"BST1",0.359510057032517
"PPCS",0.359512722407393
"GREM1",0.359631389735651
"DGAT1",0.359647699656351
"REXO4",0.359708557625842
"MNS1",0.359722632980174
"RPL7L1",0.359759534716342
"KLRF1",0.359814575411597
"GARNL3",0.359819013767306
"EXOSC6",0.359904908036455
"PLEKHG4B",0.359925971168267
"ZNF90",0.359977971121723
"TMEM220",0.359994055073705
"STARD8",0.360095970874173
"CYCSP44 /// GS1-103B18.1",0.360138083617544
"PTPN18",0.360175216106575
"CBX6",0.360225193401852
"LOC101927228",0.360245730165914
"INTS1",0.360251932357378
"TCRA /// TCRAV5.1a",0.360309001978494
"NME6",0.360313793233755
"MIATNB",0.360364524259915
"ACYP2 /// LOC101927144",0.360446171530107
"KLF7",0.360502973958842
"RALGAPA2",0.360511215613248
"CSNK1D",0.360537677503226
"CRTC1",0.360572966680506
"MDGA2",0.360582556733079
"OTUD3",0.360617510718616
"TPD52L1",0.360641961033148
"FAM104B",0.360645861255031
"ZDHHC17",0.360669407677404
"LINC01410",0.360733994529747
"ADAMTSL1",0.360819392936013
"CLCN6",0.36086132616975
"TRPV3",0.360950403425158
"CD300LG",0.360964906831368
"IGK /// IGKC",0.361013833709352
"AY927499",0.361179000828513
"WFDC5",0.361268144068371
"CDHR2",0.36134299981492
"TLR8",0.361345703973486
"SNAPC4",0.361371911929884
"MAGEB4",0.361376588623252
"S100A14",0.361400705858297
"NUTM2A /// NUTM2B",0.361419427824126
"ZNF189",0.361428960562982
"RP11-731J8.2",0.361443395632589
"LOC100288181",0.36144880708591
