"gene","coef"
"PPFIA4",0.238631710826102
"NKAIN4",0.19809128043244
"RYR2",0.0809451079553065
"XCL1",0.0265384694446297
"C8G",0.0118099971151809
"LRRN4",0.00205317147693368
