"gene","HR","p"
"ANKRD6",1.46193767903819,0.00905706999712491
"CDO1",1.2250574256382,0.00933475733688302
"AGTR1",1.22656877157995,0.0101974209052309
"MAP6",1.35085149851047,0.010365276039919
"CILP2",1.22998719037654,0.0104152967631306
"TGFB3",1.18516309956233,0.0105013529056812
"ICOS",0.747644315158272,0.0107351749577637
"NOS2",0.886180995114696,0.0107702437327613
"FAM155A",1.43643286137282,0.0109396295277489
"GRP",1.16208308192144,0.0110253889599687
"ASRGL1",0.811335928218637,0.0112613742551824
"ABCC9",1.29023497276522,0.0114470182147599
"DNAH17-AS1",1.9573962996209,0.0118632947857651
"EBF3",1.47176898262388,0.0125197466040396
"PLA2G5",1.25758597927013,0.012778233103229
"CGNL1",1.2566894319637,0.0129135797387932
"PPFIA4",1.48684206453885,0.0129443556231267
"NKX3-2",1.25910270664165,0.0133048374015011
"TNFRSF19",1.164742610465,0.0135984390845394
"NPR3",1.22766013891717,0.013996285460017
"SIX1",1.36796030731755,0.0142124484266192
"NUDT10",1.38003896661357,0.0142746413576534
"NAT1",0.786533761240218,0.0144381869736141
"NAV3",1.51726716302066,0.0146010337596748
"AC018641.1",1.27198971724028,0.0149120636084727
"WWTR1",1.18932052126706,0.0160802450692849
"PCDH10",2.09086773778215,0.0165497286692623
"MN1",1.24279189088444,0.0179197041409064
"FOXS1",1.25373441700191,0.0183878158791688
"MPPED2",1.65227850013846,0.0194440823959931
"NPTXR",1.16453294874454,0.01962298045027
"AC026471.6",1.62059144051207,0.019806089473701
"EYA4",1.51560234496447,0.0200004034423256
"TSPEAR-AS1",1.33216580610968,0.0206037266173929
"KCNE4",1.20748003761517,0.0222262392236006
"VEGFC",1.23861921398781,0.0232880951668354
"ACTA2",1.15174352789475,0.0234961932089097
"CCDC8",1.20755165590463,0.0250810564596716
"TGFB2",1.2191621032388,0.0250879308505697
"AL049838.1",1.30008957319772,0.0273851466074992
"AP001189.3",1.22829169503914,0.0280649292620421
"NOTCH3",1.18224347531184,0.0289493937983043
"PRICKLE1",1.39021542461565,0.0291777415673211
"CERCAM",1.16461982781639,0.0298558112051175
"DSG4",0.667557353915085,0.0304692609859718
"TUB",1.29260486793365,0.0304749021890081
"DAB1",0.672711622792432,0.0315688126931628
"EPHX3",1.21424894974056,0.0316006043219779
"WTIP",1.38493267945882,0.0320890361766428
"GALNT15",1.200571035016,0.0329426152353271
"SLC2A3",1.14638176745104,0.032944989693427
"EBF2",1.38828195073272,0.0338906767649343
"PLN",1.10105061956798,0.0340194667099964
"ANO4",1.62012941667182,0.0342944248782607
"ZFPM2",1.2980511727199,0.03629624877702
"PGR",1.41870666894789,0.0364786986079116
"SSC5D",1.13904630815322,0.0377943755524123
"PCDHB7",1.32120247194314,0.0380417689026752
"CXCL11",0.910130996474652,0.038216978592878
"LZTS1",1.2103100170096,0.0402739726928795
"LHFPL6",1.19303743917465,0.0402756357906445
"GAS1",1.10869166887526,0.0418264872564944
"DACH1",0.891877477012284,0.0422146466914596
"PCDHB12",1.28070391224613,0.0427998834886094
"CPXM2",1.12235815924948,0.0429327680621766
"MESP2",1.25094144259749,0.0440836029812343
"PCDHGA4",1.59011293037368,0.0441250075759253
"KANK4",1.25613713668697,0.0443809282911049
"ZFHX4",1.26686445314571,0.0462826801612622
"FJX1",1.1890335419961,0.0471993871698736
"AC004837.2",0.814291258447101,0.0480461484784811
"STK32A",1.50652729454477,0.0486581608474913
"MXRA8",1.1507994818021,0.0491392004776659
"ARMCX2",1.17225140680963,0.0491953952675107
"P2RX5",1.24864324528053,0.0494497007971428
"SGCE",1.28029769458234,0.0503325068197921
"CXCR6",0.83533291198758,0.0507480850094971
"MAP1B",1.15996073393167,0.0512341386565772
"ITGA5",1.13625032085944,0.0528201971787656
"ISM1",1.14036771528223,0.053799266623878
"SMIM10",1.16505975760041,0.0543251967587681
"GDF6",1.39528626260363,0.0543715884937745
"BMPR1B",1.25841131851392,0.0547030996791525
"LINC00571",0.66920922456945,0.0555901214359967
"RCN3",1.1591022841976,0.0562035872744542
"AC099792.1",0.747382275222143,0.0569650015138876
"ETV7",0.856402617948986,0.0574068689637782
"HOXD1",1.28318847260752,0.0583867474495855
"PHLDB2",1.16633161207559,0.0584382198532739
"SLC6A17",1.54319629299387,0.0585656120120093
"DIO2",0.854835041021683,0.0599453713110245
"SUGT1P3",0.777061823815437,0.0600591482973479
"SLITRK4",1.45891401449885,0.0624582970192942
"MEOX2",1.1520543208999,0.0625690943042632
"FAM180A",1.21630800267624,0.0629923374708825
"GLIS2",1.16472231696544,0.0638388125909112
"UCN2",0.786459396610382,0.0639841371805971
"NKILA",1.17191489094143,0.0639946547550295
"SLIT2",1.15831256021929,0.0644930015450995
"STON1",1.16885554225745,0.0661033215452273
"LTBP1",1.15527786782048,0.0668936476965859
"CALML3-AS1",2.02390574840306,0.0670004957865504
"ARMH4",1.25224974526946,0.0675981192754478
"ADAMTS16",1.19599943705713,0.0681683098859472
"ADAMTS10",1.23165639118166,0.0684097200856878
"APELA",0.645710798518742,0.0685631679674947
"ISLR",1.11032502777404,0.0686938997851008
"NLRC5",0.841303748906614,0.0708123340577586
"C1QA",1.11975557258816,0.0709868713102084
"RAMP2-AS1",1.29033246806223,0.0710379937944817
"CYP1B1",1.11490867380376,0.0712052784553983
"CXCL13",0.916568423009555,0.0714151986397658
"RPRM",1.19320958328196,0.0717575354709236
"LINC02418",0.926308196819388,0.0724382364999904
"APCDD1L",1.24948438525986,0.0725547584481045
"HS3ST2",1.19415943581949,0.0725585668280835
"TAP1",0.8694897393611,0.0728771247615911
"MAL",1.15226694417145,0.0742545326315828
"UBE2QL1",1.26254635798214,0.0743094369586077
"ADCY2",1.51095881625808,0.0744742343774996
"EBF1",1.21274909898889,0.0746464200178314
"OBSL1",1.12302037242037,0.0746600285935543
"CACNA2D1",1.1691056338157,0.074900404591386
"CNTN1",1.18425863888602,0.0758435282451796
"EFEMP1",1.10623057674274,0.0760420732446256
"DPYSL4",1.25672504001183,0.0764387372731544
"LY6H",1.21365686846457,0.0765186352828736
"ITIH3",1.16031416386149,0.0766817203999666
"LINC02251",0.800583247718156,0.0766923913715254
"HTRA1",1.13888764236383,0.077017242632779
"PCDHB16",1.16766040306243,0.0771485613542917
"SLC6A8",1.11851819861641,0.0772255943214058
"GLRB",1.25014630838589,0.0795148427172754
"LINC01096",1.30861397782031,0.079891404471833
"TMEM233",1.32415987868017,0.080271560322856
"ATP8A2",1.55028817589288,0.0807461836352988
"LRRC17",1.20242561554188,0.0807953200174156
"PLXNA4",1.2542105170267,0.0810554358855045
"E2F2",0.829262069754572,0.0818613971197096
"PSMB9",0.877211111915487,0.0828101935887209
"COMP",1.06846267028521,0.0828503122774338
"LAG3",1.15741616599486,0.0832122641907592
"PCDHB6",1.31682137263583,0.0834466838160679
"C14orf132",1.16465894577137,0.0858270352231708
"FCRL2",1.25937524192241,0.0869327971177604
"PDLIM4",1.12965782099813,0.0870294281315926
"SPOCK1",1.0973367887911,0.0876599658057615
"BEND6",1.37864596670867,0.0888162712874924
"LRRC2",0.862079897165846,0.0891320315528545
"MEIS3",1.18433347784038,0.0897245696004857
"NRK",1.26770768487033,0.0902635457658136
"AC007406.3",0.760492837726061,0.0903635884478827
"SLC6A6",0.897944562218626,0.0904776041494785
"MAP1A",1.14263468214554,0.09170569823574
"WNT2",0.892683826016239,0.0924562990816749
"RNF180",1.23215943380301,0.092945584963162
"DELEC1",0.662654017179766,0.0935895822691077
"RNF5P1",1.1220855520455,0.0936443420708006
"PRDM5",0.799350985548699,0.0936865666452408
"SLC6A1",1.45485518455651,0.0937466830784292
"TRPC1",1.20733159523754,0.0938712077848917
"NAP1L3",1.18148395406638,0.094363596577038
"FUOM",1.13626038610821,0.0949725608467201
"CCDC144NL-AS1",1.4690048169734,0.0952097659522526
"AR",1.23969499102503,0.0953719652876578
"HDAC2-AS2",0.547455676048656,0.0956866058321929
"C1orf105",1.221532544234,0.0973819677573597
"BST2",1.08920194037834,0.0986587805117396
"AKAP12",1.09276987375522,0.0989864418406613
"IGLV8-61",0.95021817841563,0.0991716630481641
"FCRLB",1.24440128473252,0.0994408744216276
"CFD",1.07541326300362,0.0998622384629554
"NRXN3",1.15313480406788,0.100337921412341
"PTGER3",1.18557768906453,0.100412392680304
"PCDHGB7",1.19281808504638,0.101054583637121
"ADAMTS18",1.40945551374871,0.101131739996292
"SHOX2",1.27129076770539,0.102855362603263
"ATP10A",1.25849285821442,0.103311134253672
"BGN",1.09137084887626,0.10405073998692
"REG4",0.960913733805555,0.105001076019489
"CASP1",0.898176043602078,0.107237896430789
"PDLIM3",1.1157237388155,0.107240213552081
"CCN1",1.10403230102241,0.107254171639942
"APOBEC3D",1.56248675723793,0.107331029593731
"MSRB3",1.10174659847265,0.108335841968021
"IGKV2D-29",0.939335282891952,0.10840000454242
"KCNQ3",1.34357610669186,0.108647128682499
"MFAP5",1.08621536150265,0.108869875365754
"MIR31HG",1.17626696051944,0.109713719438655
"AC108463.1",0.849979009212629,0.109880082523259
"IGLV7-43",0.945372115714927,0.111816805912032
"LARP6",1.16719998888232,0.112142471795207
"LRRTM1",1.17847030184023,0.112298622576567
"C19orf38",1.1509281714114,0.112367526363537
"FIGN",1.39875812622887,0.112760116860566
"FBXL7",1.16103078678334,0.112978896454166
"AC092535.5",1.13964429400967,0.113173148024357
"ZNF667-AS1",1.43332988455139,0.113690836355357
"AC019257.1",0.746831223399239,0.113744034273941
"ENPEP",1.16149101037477,0.114749130968587
"NRP2",1.12516679825104,0.115818916754393
"SLC2A12",0.888446089930277,0.116856361067805
"PCDHB8",1.15764181934615,0.11760259809365
"AEBP1",1.09097008432853,0.117675071035525
"GZMK",1.17906042305417,0.119895777248838
"DPYSL3",1.09897238384747,0.121113979805845
"USP51",1.31160362057877,0.122226317097624
"CHST1",1.1819053207988,0.122258790291413
"ASB2",1.11793247652601,0.122977124460035
"RBMS1",1.12886428354331,0.124015506997489
"SLC25A5",0.86371986302703,0.125337673909405
"SCARF2",1.11622886180969,0.127465615660107
"AC013470.2",1.37895990587525,0.129332122395543
"CCDC80",1.08487627680384,0.129583773421054
"PRDM6",1.21447950119545,0.13077364971471
"CALD1",1.09174752227095,0.131628728409792
"IGLV1-36",1.06133566353589,0.131700533278212
"MPDZ",1.14953766466677,0.131995265456152
"HHIPL1",1.20445324907589,0.132157638731877
"TNFRSF13C",1.1622633005646,0.133523240165232
"PRICKLE2",1.18533265335535,0.133769395130557
"NUGGC",1.19316122919075,0.133794346584411
"GASK1B",1.11475384103256,0.13390178689709
"WHAMMP2",1.57683872102227,0.134831279137956
"BTBD19",1.16077238520212,0.134848339702608
"TGFBI",0.920784890092574,0.135632861338982
"CC2D2A",1.17496894076029,0.135676140797863
"C5orf46",1.11821625051585,0.135747596537907
"GCNT3",1.07124677051458,0.136122820836164
"B4GALNT1",1.33817149953861,0.136164393501185
"CDH2",1.17167770519116,0.137197545604675
"PROX1",0.904672753463965,0.137202793769503
"TPTEP1",1.29145588078305,0.137873687331961
"AL391845.2",1.25603717479547,0.140462531632808
"MAGEL2",1.38430670730408,0.140535869403825
"FERMT2",1.11029191009457,0.142010864262717
"AL691447.2",1.44160408387304,0.142651457321486
"LSAMP",0.872204903100486,0.142725117818087
"GFI1",0.874734060300192,0.143188582012888
"DUBR",1.37848131813832,0.143210765981628
"ZDHHC15",1.4169062265066,0.143367144718506
"LINC01605",0.882733055246838,0.143941579754568
"SLAMF1",0.832663830398503,0.144209485529
"GFPT2",1.09829395985162,0.144390831554901
"TNN",1.38600002096926,0.145650983962493
"COL22A1",1.19403376267366,0.146059156933055
"GPRIN2",1.12181715910846,0.146460571174949
"LINC01811",0.831057914410567,0.146666998029758
"DDIT4L",1.14656466595677,0.147498607756715
"TRO",1.22255252868076,0.147715857272133
"GLI2",1.16764263642656,0.148239322903657
"AC093908.1",0.796993117629487,0.148803547990254
"CRISPLD1",1.14231678866721,0.148843327240791
"ASPN",1.07231392013899,0.148884152022908
"AKT3",1.13816269058698,0.149330074479521
"OSBPL6",1.26312010303755,0.149527322177412
"TENM3",1.14573883608778,0.149695228803152
"IGKV2D-24",0.920282536615957,0.150819456933093
"TRDC",1.10091032491038,0.152650523039309
"CXCL10",0.937813406897972,0.152866287973841
"PCDH7",1.12935633419467,0.153829646972865
"NUAK1",1.13774706089207,0.153862876368982
"MIR100HG",1.21683206033838,0.155708208822126
"TSHZ3",1.15393848135814,0.156113979046482
"SERPINE1",1.0764918208812,0.157017328125734
"FST",1.13038671032422,0.1581854727925
"ZNF667",1.46172402843337,0.158799305363501
"GLI3",1.14809045632218,0.15964963589232
"PRKD1",1.13835102148477,0.160787826804339
"R3HDML",0.910211644417742,0.160903514160675
"FAM126A",1.15133255582442,0.161196885535477
"WNT5A-AS1",0.88315007815723,0.162892189838784
"PHACTR3",1.12382351525192,0.163178684566936
"RILP",1.14457952805521,0.163951973024567
"C3orf80",1.13986385390542,0.16601545144154
"AC108134.3",0.912456748365874,0.166027279398601
"CARMN",1.10904186518754,0.166220954150262
"WHAMMP3",1.55632731213863,0.166503800639841
"CYP46A1",1.966970985286,0.166544986488883
"OMD",1.0994006034584,0.166706109743888
"SPRED3",1.22446849726271,0.166738753176904
"RBMS3",1.21126686169825,0.167198986268739
"INSYN2B",0.714563207361542,0.16765379367498
"EVA1A",0.918409207866532,0.167712470287763
"DNASE1L3",0.917709289435387,0.167803075430374
"NUDT11",1.18373594133915,0.168977565627731
"BEAN1",1.19853745849389,0.169595449422913
"TRBV20-1",0.904128314982946,0.170314477867494
"PABPC5",1.30307352208597,0.170948088116555
"ADAMTS4",1.10797595528386,0.171072737714597
"LGALS2",0.938172567179971,0.171860373534793
"PSMB8",0.874488901927244,0.17280338844663
"AMIGO2",1.10068113071837,0.174704811065156
"SMIM33",0.896723407224847,0.175019014773571
"JCAD",1.10046495215514,0.175876748588569
"COL4A2",1.11658185634447,0.176109119300263
"HDGFL3",1.11507821196817,0.176338473958359
"VSTM4",1.13914776190144,0.176423609381614
"AMOTL1",1.10370987886048,0.176762973648036
"AC080038.1",1.23091410743709,0.177087759730156
"LINC01807",1.14502976468675,0.177231260030653
"TMEM45A",1.1214489294736,0.178230893150205
"KRT23",0.957929143756109,0.178643873647317
"THSD7A",1.19662939891985,0.17922353628317
"RGS4",1.11792748715495,0.181441898496945
"ECHS1",1.19365952471331,0.184020920115295
"PYGO1",1.16674029182824,0.18496222245718
"COL7A1",0.916783575667975,0.185534982883169
"DCHS2",1.24665807599536,0.185857534868075
"LINC00892",1.34997566318286,0.186775402069831
"P4HA3",1.12726130226513,0.186989727568417
"SPP1",1.04655114761509,0.187525771377594
"AP001528.2",1.18732307923077,0.187684581378308
"BNIP3P11",1.1211296495969,0.18843450339147
"PNMA8A",1.14552917769022,0.189182624526558
"CACNB4",0.413175756635395,0.189350603020271
"COL12A1",0.926372323274028,0.19001213960876
"NALCN",1.39742987344173,0.19068086440475
"CSRNP3",1.25282298258607,0.190893192300168
"OR2I1P",0.933819328395283,0.192491583049575
"BDNF",1.37035359262812,0.195573689083753
"ACTA2-AS1",1.15235340898146,0.196673663221463
"PCYT1B",1.34616422847677,0.19729025108523
"TMSB15A",0.866375247785945,0.198940738426522
"IGKJ3",0.957287404495221,0.200130394120762
"HTRA3",1.08010970716359,0.200764039449187
"NDST3",0.578756069597812,0.201241196926072
"ALDH1L2",1.11443671416668,0.201353634229463
"MRPL41",1.11391519647444,0.202080156977044
"PCDHGA12",1.22746871107816,0.202277755260352
"C1QB",1.07779596610174,0.2025852882185
"MMP16",1.22261795428605,0.202610150904779
"DLX6",0.876176420871544,0.203290709171038
"OPCML",1.44954430200836,0.204261542446354
"VGLL3",1.11050763298439,0.204732727234064
"LINC00996",0.836853390329813,0.205109350483213
"SH3TC2",0.843024516997042,0.205297387783571
"BARX2",1.07785533426243,0.205399421313499
"PCP4",1.05191072806867,0.205886603637289
"AMN",1.08261419157552,0.207330373354107
"LBP",1.08722765156968,0.209131939761922
"TBX18",0.888093358190905,0.209699513375102
"IL18RAP",0.833541935239775,0.20990405817543
"C1QTNF3",1.12838437941871,0.214799168792919
"PEG3",1.33027783906895,0.215383482183053
"VANGL2",0.930734611055773,0.216189267532654
"FBLN2",1.0646074826299,0.217373633903718
"PCDH9",1.29783296571128,0.217387283102605
"DDR2",1.07923702751545,0.219506505286536
"TMEM47",1.08977797820869,0.21955447314508
"SEMA3D",1.14792304641574,0.219874195160775
"CD109",1.08206705109084,0.220216518905934
"AC099565.1",0.847222564481185,0.220776253860255
"GPX8",1.10237712956341,0.22101294023939
"LINC01614",1.07816710632164,0.221619806359048
"DUXAP10",1.24771003471372,0.22215066631526
"MEIS1",1.11496109302485,0.222353415177921
"COX5A",0.867790915912965,0.222570710342968
"TIGIT",0.873524332786642,0.225356708694957
"NHSL2",1.15678341760891,0.22554910248219
"CPA2",1.11960929243991,0.226255115808797
"MMP14",1.09891620190932,0.227099041276729
"FLG-AS1",1.58948143118732,0.229946451900322
"KCNK9",1.20137661378159,0.230312460335376
"APOLD1",0.929687770326949,0.231461008627086
"SERPIND1",0.918988298493684,0.231615986655626
"TIMP2",1.08507243253331,0.233603438904398
"CCN2",1.08604054604804,0.23570587922892
"CXCL9",0.947391908176494,0.23591433504037
"FN1",1.0546803111762,0.238320278095513
"ITGBL1",1.08996498761592,0.240767426208655
"GBP3",0.928800441385416,0.240942976000018
"IRF8",0.905810772530397,0.241946455381454
"IFI35",1.13384765321484,0.242198786086792
"DCSTAMP",0.836682112311882,0.244197707935009
"AC055717.2",0.932170857191657,0.244865148118538
"IGHV4-39",0.965627671513476,0.245384289292142
"STK31",1.11488097923264,0.24559273617673
"CCDC68",0.911816208314209,0.246074257240741
"IGKV6-21",0.952183357093381,0.247019695735065
"PCDHB10",1.14396945493411,0.24778089562274
"LILRB5",1.11614125232994,0.248156628349056
"F7",1.08497879028545,0.248489395828713
"PADI1",1.1072413491134,0.249205889640297
"KLHDC7B",1.15888053550489,0.251961354242855
"AC007099.1",0.912064545330964,0.252716858641772
"MT1H",1.04975506321167,0.252735441124444
"CHSY3",1.14014668092797,0.254931526946054
"ECM2",1.09577373757161,0.25635000875122
"AASS",1.1201323779744,0.256610893305758
"DACT1",1.09116020302258,0.260120747332284
"FRMD6",1.09406719472296,0.260223437297328
"ABCD2",1.28747490924773,0.260473970995728
"WWC2",1.11160600952084,0.26092556735425
"BX571818.1",1.20255720987869,0.261527579366029
"AC010184.1",0.695656632821147,0.26210245894689
"PI3",0.960737432473812,0.262293895181522
"AC096751.2",0.869526147100944,0.26398009748649
"NNMT",1.07301315623405,0.266313396049265
"ZNF683",1.09528957034126,0.267480896470444
"NOX4",1.1129350252472,0.26762223271615
"GPR161",1.12295603584627,0.268352682295758
"AFAP1L1",1.13785820187582,0.268996432950908
"ZNF135",1.22362996848488,0.270128002894989
"COL16A1",1.08864095070993,0.270366888330109
"Y_RNA",0.999307179645183,0.271299628671303
"MICU3",1.1783150241786,0.272556806293463
"FNDC4",1.10913106747582,0.272723648934618
"NTM",1.08041982763923,0.273004392649458
"MACC1",0.922543851734596,0.273641526701484
"AC026368.1",0.896202608192861,0.274419224581332
"IGHV1-69",0.961366478232813,0.274960109987119
"EFNB3",1.14991199165491,0.275374772175026
"GPT",1.0636324026406,0.277459802730448
"HLA-B",0.91446314201913,0.278151582983797
"LINC01579",1.34675845691939,0.278499781679124
"ANGPTL2",1.07304216404979,0.280816819020742
"MME",0.938529617623738,0.280896211636129
"IGLV3-19",0.968286822126912,0.28212202489587
"LINC00562",0.788227978979638,0.282208555717364
"IGKV2D-40",1.04749573787387,0.282707497768302
"AVPR1A",1.12192154161317,0.282959602984509
"MRC2",1.07741317858889,0.285641685775068
"AC092376.2",1.30901970400329,0.286290318143293
"UCN3",0.930386659830663,0.2891039042227
"SLC25A48",0.794569916397168,0.290131035023246
"OLFML2B",1.0720064970755,0.290443203005436
"MMP25",0.882167897708208,0.290994185554627
"SLC44A4",0.931863743137914,0.29147042006788
"TECTA",1.68788778387227,0.291491872719179
"CCL28",0.941118249103934,0.291716374341521
"MANEA-DT",0.806019128699924,0.292077159431512
"LDHD",1.06171771374124,0.292754822191754
"IBSP",1.07245055392672,0.293063012292041
"CD2",0.93023397906913,0.293628211419676
"KLHL4",1.25673215293321,0.293912157408138
"HLA-DRA",0.942601357653603,0.293924443871884
"FLRT2",1.17828179849906,0.294812812836273
"IGKV2-24",0.964108618448688,0.294866200763182
"FBXL15",1.10565823506905,0.29598304996903
"PPP1R3C",1.07842750781926,0.296047315997852
"CLEC5A",0.914482374398266,0.296229353592201
"CYP27C1",1.26145915521503,0.296319579736231
"STARD4-AS1",0.823232210353394,0.296339122656783
"PAH",0.918787581395104,0.296606832280801
"PDGFRB",1.07917574782997,0.297178025378574
"GJC1",1.1087511406865,0.299567804158346
"TAFA5",1.09281454058146,0.300211408329492
"CLECL1",0.82185363551948,0.300258334285887
"ENOX1",1.12967585529982,0.301550190199169
"COMTD1",1.08449078471994,0.303567982089491
"DGKI",1.22122209834681,0.304123488019212
"RP1",0.733101115499685,0.304213237650252
"SPOCK2",1.08865795639668,0.305728995215411
"ZDHHC12",1.11399779945821,0.305932015825299
"GBP1P1",1.1023723337903,0.307412091264452
"TRBV7-9",0.918975860133564,0.308705548681209
"CD3D",0.933697093437791,0.308894216848071
"SFRP4",1.04128335187993,0.309093089735928
"TRBV7-2",0.917390986486848,0.31019925774068
"AC037198.1",0.920853668924796,0.310742392584627
"CLSTN2",1.10143907663819,0.311458852714296
"MMP9",0.951325888168515,0.311958393550388
"CDK14",1.08942777689498,0.313694431068617
"PDPN",0.935326706996896,0.315241922479745
"MEDAG",1.0674787859333,0.315997585686441
"FRMD3",1.08290334119628,0.316430773270191
"NCF1C",1.08966776640557,0.316873791540263
"FAM110B",1.13003738787451,0.317152536413182
"KCND2",1.18556457159044,0.319291782644243
"MIR4280HG",0.733062232743194,0.323520776073549
"ARSI",1.09132766064717,0.324989193940301
"APOBEC3G",1.09635778505899,0.325121363781609
"SLC24A2",1.32048015552454,0.325141624701146
"NCF1",1.10556579082092,0.325953039267857
"IGHV3-74",0.968584793239993,0.327057394247592
"PRTG",1.28209643040763,0.327086425093722
"CR2",1.05975857452678,0.328035425347353
"SHISA2",0.926078087381278,0.328150094148236
"DLX6-AS1",0.823607266677275,0.328511842606667
"COL8A2",1.07082248948609,0.329233827924768
"CD3G",0.901881263806119,0.329977782249493
"LGR5",0.955112265940403,0.331238861986927
"ROBO2",0.883595954500407,0.331355108958745
"KLF7",0.916278448794531,0.331594671804092
"BNC2",1.10042352860792,0.331665675476533
"TIFAB",0.781016486541445,0.332602359799509
"AP001189.1",1.15325088769251,0.334544900678017
"AC006262.1",1.27530265847338,0.335166914827398
"MUC1",1.04979905692072,0.335797919671158
"CALHM5",1.1160355813345,0.336976663994335
"CCR5",0.9216356485623,0.337720846148688
"DSG1",0.729612499417728,0.337969642139197
"AC016582.3",0.783402217112261,0.338530038127407
"SDC2",1.07415379302694,0.340050946745754
"GBP1",0.932157160404469,0.340595852388579
"SMPDL3A",0.927347979643689,0.341508520016047
"CASC15",0.822498877840438,0.342194467850943
"ST3GAL6-AS1",1.61027502738018,0.343015666774474
"MITF",1.08622103515928,0.34412402353575
"CHI3L1",0.954960443726826,0.344205205276812
"DNAH14",0.877788798783736,0.344372880535217
"PIEZO2",1.15341268675243,0.344976561633823
"COL5A3",1.07523699371355,0.346632089942971
"TRGC1",0.811515247799462,0.34723581308708
"DOK5",1.11076674485482,0.348775681242925
"AC007493.1",0.940802916234456,0.349142871091416
"RPSAP52",1.17669815151366,0.349315216071688
"AL929091.1",0.902254810195495,0.349564022187572
"FBXL2",1.12174991103947,0.349682511477963
"IGHV3-73",0.968292007607727,0.351459690030284
"CCR7",0.925912512697721,0.351478223838103
"LINC00622",1.12286366352683,0.351820108953564
"FGF14",1.33191862061334,0.353974886266174
"ACADS",1.076796074261,0.354172965473943
"CENPM",0.92612883156221,0.354182379596941
"STRA6",1.0558459775391,0.35425299500613
"TRPS1",1.0901308283919,0.354590203517522
"ST8SIA2",1.31794531885758,0.355298089638383
"SPIB",1.0540720274069,0.355583967987921
"CD19",1.08968000166565,0.356970852368801
"THY1",1.06989751372902,0.357047590983255
"IGLV7-46",0.970295766150258,0.358264164334996
"SPOCD1",1.11746087942166,0.358486978431328
"NPFFR1",0.89972420704121,0.35880001681476
"ZNF365",1.21706074098592,0.359492038120598
"AL121832.1",0.927773541183928,0.35959883768896
"RIPPLY3",0.929183955677106,0.360831469336047
"IGHV6-1",0.968373547493598,0.360835553967018
"KLF12",1.08384218576718,0.361209191662341
"RUNX1T1",1.12187970616413,0.361476958494094
"EBI3",1.08554241287826,0.363037899697969
"ZNF610",1.11584973524172,0.363753460938532
"CCR9",1.25471817400336,0.364737089459466
"ZNF853",1.07018109268322,0.36475469347078
"AP001528.1",1.12824949378112,0.365814094664581
"CD69",0.931512380225714,0.367355130029785
"MATN3",1.06835190694658,0.368672619973816
"AL133482.1",1.226803440499,0.369234537289669
"PDZK1IP1",0.94868900827264,0.369554832109797
"P2RY10",0.912708875077251,0.370158227255531
"SRPX2",0.950795920012437,0.370637967723782
"RNASEH2B-AS1",0.77061615487939,0.370971288792189
"FGF7",1.06656955025237,0.37156835687065
"GZMM",1.0746978322156,0.372629194340239
"MT1E",1.03795566115367,0.372971113376252
"MLC1",0.798945440928989,0.374366009345149
"FFAR4",0.95502247653412,0.37538911032561
"IGHV3-64",0.959373041915405,0.375833449505485
"APOBEC3H",1.12498410966144,0.376061315140423
"FOXA1",1.05390683751972,0.376254313142976
"FGF1",1.11991048563533,0.376829118769791
